Route,From,To,Year,Month,Passenger,OwnShFli,RouteHHI,AirHHI_From,AirHHI_To,AirFli_From,AirFli_To,Business_From,Business_To,Accommodation_From,Accommodation_To,Port_From,Port_To,EGrowth_From,EGrowth_To,OFW_From,OFW_To,Travelers_From,Travelers_To,Establishment_From,Establishment_To,Entry,Travelers_From_log,Travelers_To_log,Establishment_From_log,Establishment_To_log,AirFli_From_log,AirFli_To_log,OFW_From_log,OFW_To_log,cluster_elbow,cluster_elbow_dist_to_centroid
MPH-ILO,MPH,ILO,2025,1,0.0,0.0,0.0,3427.23,4460.23,998,900,0.0902,2.0,1.3168,0.001,1.9746,1.9149,0.0014,0.0007,2618,2618,5909568,5909568,147,147,0,15.592083459480998,15.592083459480998,4.997212273764115,4.997212273764115,6.906754778648554,6.803505257608338,7.870547844507712,7.870547844507712,1,2.8494759416549233
MPH-KLO,MPH,KLO,2025,1,0.0,0.0,0.0,3427.23,6250.0,998,124,0.0902,0.0773,1.3168,0.1044,1.9746,1.8404,0.0014,0.0029,2618,2618,5909568,5909568,147,147,0,15.592083459480998,15.592083459480998,4.997212273764115,4.997212273764115,6.906754778648554,4.8283137373023015,7.870547844507712,7.870547844507712,1,2.675685741449148
MPH-MNL,MPH,MNL,2025,1,36682.92,35.22,3281.79,3427.23,3717.97,998,6775,0.0902,0.1691,1.3168,0.5725,1.9746,1.9891,0.0014,0.1717,2618,4565,5909568,7348669,147,1351,1,15.592083459480998,15.81002990243421,4.997212273764115,7.20934025660291,6.906754778648554,8.821142236331891,7.870547844507712,8.42639282708974,0,2.7440336751988763
OZC-CEB,OZC,CEB,2025,1,2802.6,79.88,6243.69,3853.36,3150.85,135,3074,0.0094,0.0056,0.069,0.5096,1.9415,1.891,0.0078,0.0813,1573,2606,2941319,7517450,135,386,1,14.894369018145523,15.832737675699201,4.912654885736052,5.958424693029782,4.912654885736052,8.031060180240619,7.3613754289773485,7.865955413933502,0,1.235618257241881
OZC-MNL,OZC,MNL,2025,1,7722.72,61.54,5266.34,3853.36,3717.97,135,6775,0.0094,0.1691,0.069,0.5725,1.9415,1.9891,0.0078,0.1717,1573,4565,2941319,7348669,135,1351,1,14.894369018145523,15.81002990243421,4.912654885736052,7.20934025660291,4.912654885736052,8.821142236331891,7.3613754289773485,8.42639282708974,0,1.805823934905305
PAG-CEB,PAG,CEB,2025,1,2553.48,100.0,10000.0,6723.29,3150.85,102,3074,0.1565,0.0056,0.0837,0.5096,1.9399,1.891,0.0091,0.0813,1263,2606,1953463,7517450,64,386,1,14.48511476484572,15.832737675699201,4.174387269895637,5.958424693029782,4.634728988229636,8.031060180240619,7.142036574706803,7.865955413933502,0,1.9392298111421216
PAG-MNL,PAG,MNL,2025,1,9814.29,100.0,10000.0,6723.29,3717.97,102,6775,0.1565,0.1691,0.0837,0.5725,1.9399,1.9891,0.0091,0.1717,1263,4565,1953463,7348669,64,1351,1,14.48511476484572,15.81002990243421,4.174387269895637,7.20934025660291,4.634728988229636,8.821142236331891,7.142036574706803,8.42639282708974,0,2.365801123986394
PPS-CEB,PPS,CEB,2025,1,11155.04,86.57,7674.73,4764.57,3150.85,557,3074,0.0354,0.0056,0.2292,0.5096,1.3649,1.891,0.1602,0.0813,1095,2606,2810208,7517450,51,386,1,14.84876941576828,15.832737675699201,3.9512437185814275,5.958424693029782,6.324358962381311,8.031060180240619,6.999422467507961,7.865955413933502,0,2.0742579307464024
PPS-CRK,PPS,CRK,2025,1,4987.59,100.0,10000.0,4764.57,8624.9,557,340,0.0354,0.0065,0.2292,0.1865,1.3649,1.2661,0.1602,0.1108,1095,3779,2810208,5691259,51,243,1,14.84876941576828,15.554442222712828,3.9512437185814275,5.497168225293202,6.324358962381311,5.831882477283517,6.999422467507961,8.237479288613633,0,3.003636262879862
PPS-DVO,PPS,DVO,2025,1,4864.76,100.0,10000.0,4764.57,5304.68,557,1133,0.0354,0.6037,0.2292,0.4554,1.3649,1.7601,0.1602,0.1592,1095,1837,2810208,4116016,51,205,1,14.84876941576828,15.230396506151067,3.9512437185814275,5.327876168789581,6.324358962381311,7.033506484287697,6.999422467507961,7.516433302915632,0,2.7203516282460667
PPS-ENI,PPS,ENI,2025,1,0.0,0.0,0.0,4764.57,0.0,557,0,0.0354,0.0141,0.2292,0.2391,1.3649,1.9942,0.1602,0.0021,1095,1095,2810208,2810208,51,51,0,14.84876941576828,14.84876941576828,3.9512437185814275,3.9512437185814275,6.324358962381311,0.0,6.999422467507961,6.999422467507961,1,4.5053462592952185
PPS-ILO,PPS,ILO,2025,1,5025.65,100.0,10000.0,4764.57,4460.23,557,900,0.0354,2.0,0.2292,0.001,1.3649,1.9149,0.1602,0.0007,1095,2618,2810208,5909568,51,147,1,14.84876941576828,15.592083459480998,3.9512437185814275,4.997212273764115,6.324358962381311,6.803505257608338,6.999422467507961,7.870547844507712,0,2.773741060269302
PPS-MNL,PPS,MNL,2025,1,35113.81,50.62,3957.55,4764.57,3717.97,557,6775,0.0354,0.1691,0.2292,0.5725,1.3649,1.9891,0.1602,0.1717,1095,4565,2810208,7348669,51,1351,1,14.84876941576828,15.81002990243421,3.9512437185814275,7.20934025660291,6.324358962381311,8.821142236331891,6.999422467507961,8.42639282708974,0,2.3925755823098633
RXS-MNL,RXS,MNL,2025,1,9975.18,59.62,4488.09,4487.8,3717.97,104,6775,0.0162,0.1691,0.1767,0.5725,1.9047,1.9891,0.0026,0.1717,2618,4565,5909568,7348669,147,1351,1,15.592083459480998,15.81002990243421,4.997212273764115,7.20934025660291,4.653960350157523,8.821142236331891,7.870547844507712,8.42639282708974,0,2.398948704595375
SJI-CRK,SJI,CRK,2025,1,0.0,0.0,0.0,0.0,8624.9,0,340,0.225,0.0065,0.0171,0.1865,1.9857,1.2661,0.0183,0.1108,1095,3779,2810208,5691259,51,243,0,14.84876941576828,15.554442222712828,3.9512437185814275,5.497168225293202,0.0,5.831882477283517,6.999422467507961,8.237479288613633,0,3.7827179143793077
SJI-MNL,SJI,MNL,2025,1,0.0,0.0,0.0,0.0,3717.97,0,6775,0.225,0.1691,0.0171,0.5725,1.9857,1.9891,0.0183,0.1717,1095,4565,2810208,7348669,51,1351,0,14.84876941576828,15.81002990243421,3.9512437185814275,7.20934025660291,0.0,8.821142236331891,6.999422467507961,8.42639282708974,0,3.534023892793752
SUG-BXU,SUG,BXU,2025,1,0.0,0.0,10000.0,7234.12,4916.71,42,252,0.0282,0.018,0.0533,0.0452,1.8999,1.8643,0.0128,0.2916,920,920,1728856,1728856,47,47,0,14.362971054478116,14.362971054478116,3.871201010907891,3.871201010907891,3.7612001156935624,5.53338948872752,6.825460036255307,6.825460036255307,0,4.988717861648215
SUG-CEB,SUG,CEB,2025,1,2428.92,93.79,8835.13,7234.12,3150.85,42,3074,0.0282,0.0056,0.0533,0.5096,1.8999,1.891,0.0128,0.0813,920,2606,1728856,7517450,47,386,1,14.362971054478116,15.832737675699201,3.871201010907891,5.958424693029782,3.7612001156935624,8.031060180240619,6.825460036255307,7.865955413933502,0,2.2167838175146297
SUG-TAG,SUG,TAG,2025,1,0.0,0.0,0.0,7234.12,4175.84,42,368,0.0282,0.0022,0.0533,0.746,1.8999,1.9782,0.0128,0.0037,920,2606,1728856,7517450,47,386,0,14.362971054478116,15.832737675699201,3.871201010907891,5.958424693029782,3.7612001156935624,5.910796644040527,6.825460036255307,7.865955413933502,0,2.6589318614878676
SWL-CEB,SWL,CEB,2025,1,1183.32,100.0,10000.0,10000.0,3150.85,19,3074,0.0,0.0056,0.0325,0.5096,1.9923,1.891,0.0009,0.0813,1095,2606,2810208,7517450,51,386,1,14.84876941576828,15.832737675699201,3.9512437185814275,5.958424693029782,2.995732273553991,8.031060180240619,6.999422467507961,7.865955413933502,0,2.840592330661117
TAC-CEB,TAC,CEB,2025,1,2678.04,57.44,4840.85,3380.9,3150.85,512,3074,0.0177,0.0056,0.1266,0.5096,1.7168,1.891,0.1699,0.0813,1528,2606,1695713,7517450,103,386,1,14.343614449038526,15.832737675699201,4.6443908991413725,5.958424693029782,6.240275845170769,8.031060180240619,7.332369205929062,7.865955413933502,0,2.222521933341252
TAC-DVO,TAC,DVO,2025,1,1769.79,100.0,10000.0,3380.9,5304.68,512,1133,0.0177,0.6037,0.1266,0.4554,1.7168,1.7601,0.1699,0.1592,1528,1837,1695713,4116016,103,205,1,14.343614449038526,15.230396506151067,4.6443908991413725,5.327876168789581,6.240275845170769,7.033506484287697,7.332369205929062,7.516433302915632,0,2.9148973225321724
TAC-ILO,TAC,ILO,2025,1,2574.24,100.0,10000.0,3380.9,4460.23,512,900,0.0177,2.0,0.1266,0.001,1.7168,1.9149,0.1699,0.0007,1528,2618,1695713,5909568,103,147,1,14.343614449038526,15.592083459480998,4.6443908991413725,4.997212273764115,6.240275845170769,6.803505257608338,7.332369205929062,7.870547844507712,0,2.964785470995848
TAC-MNL,TAC,MNL,2025,1,28477.53,43.0,3601.91,3380.9,3717.97,512,6775,0.0177,0.1691,0.1266,0.5725,1.7168,1.9891,0.1699,0.1717,1528,4565,1695713,7348669,103,1351,1,14.343614449038526,15.81002990243421,4.6443908991413725,7.20934025660291,6.240275845170769,8.821142236331891,7.332369205929062,8.42639282708974,0,2.6199141872496803
TAG-CEB,TAG,CEB,2025,1,0.0,0.0,0.0,4077.26,3150.85,435,3074,0.0022,0.0056,0.746,0.5096,1.9782,1.891,0.0037,0.0813,2606,2606,7517450,7517450,386,386,0,15.832737675699201,15.832737675699201,5.958424693029782,5.958424693029782,6.077642243349034,8.031060180240619,7.865955413933502,7.865955413933502,0,2.9125446243233286
TAG-CRK,TAG,CRK,2025,1,0.0,0.0,0.0,4077.26,8624.9,435,340,0.0022,0.0065,0.746,0.1865,1.9782,1.2661,0.0037,0.1108,2606,3779,7517450,5691259,386,243,0,15.832737675699201,15.554442222712828,5.958424693029782,5.497168225293202,6.077642243349034,5.831882477283517,7.865955413933502,8.237479288613633,1,3.338432864948774
TAG-DRP,TAG,DRP,2025,1,160.89,100.0,10000.0,4077.26,4574.31,435,255,0.0022,2.0,0.746,0.0165,1.9782,1.3268,0.0037,0.0008,2606,1909,7517450,4631579,386,93,1,15.832737675699201,15.348408620548742,5.958424693029782,4.543294782270004,6.077642243349034,5.545177444479562,7.865955413933502,7.554858521040676,1,2.2690582756733635
TAG-DVO,TAG,DVO,2025,1,4987.59,75.85,6336.44,4077.26,5304.68,435,1133,0.0022,0.6037,0.746,0.4554,1.9782,1.7601,0.0037,0.1592,2606,1837,7517450,4116016,386,205,1,15.832737675699201,15.230396506151067,5.958424693029782,5.327876168789581,6.077642243349034,7.033506484287697,7.865955413933502,7.516433302915632,1,2.4842755603987765
TAG-ENI,TAG,ENI,2025,1,0.0,0.0,0.0,4077.26,0.0,435,0,0.0022,0.0141,0.746,0.2391,1.9782,1.9942,0.0037,0.0021,2606,1095,7517450,2810208,386,51,0,15.832737675699201,14.84876941576828,5.958424693029782,3.9512437185814275,6.077642243349034,0.0,7.865955413933502,6.999422467507961,1,3.5530145261237416
TAG-ILO,TAG,ILO,2025,1,4826.7,100.0,10000.0,4077.26,4460.23,435,900,0.0022,2.0,0.746,0.001,1.9782,1.9149,0.0037,0.0007,2606,2618,7517450,5909568,386,147,1,15.832737675699201,15.592083459480998,5.958424693029782,4.997212273764115,6.077642243349034,6.803505257608338,7.865955413933502,7.870547844507712,1,2.7964090989759467
TAG-MNL,TAG,MNL,2025,1,30532.77,49.81,3741.34,4077.26,3717.97,435,6775,0.0022,0.1691,0.746,0.5725,1.9782,1.9891,0.0037,0.1717,2606,4565,7517450,7348669,386,1351,1,15.832737675699201,15.81002990243421,5.958424693029782,7.20934025660291,6.077642243349034,8.821142236331891,7.865955413933502,8.42639282708974,0,3.007871187497391
TBH-MNL,TBH,MNL,2025,1,0.0,0.0,10000.0,10000.0,3717.97,2,6775,0.0,0.1691,0.0036,0.5725,1.9984,1.9891,0.0002,0.1717,1095,4565,2810208,7348669,51,1351,0,14.84876941576828,15.81002990243421,3.9512437185814275,7.20934025660291,1.0986122886681098,8.821142236331891,6.999422467507961,8.42639282708974,0,3.390781389114772
TBH-MPH,TBH,MPH,2025,1,0.0,0.0,10000.0,10000.0,4153.81,2,738,0.0,0.0902,0.0036,1.3168,1.9984,1.9746,0.0002,0.0014,1095,2618,2810208,5909568,51,147,0,14.84876941576828,15.592083459480998,3.9512437185814275,4.997212273764115,1.0986122886681098,6.6052979209482015,6.999422467507961,7.870547844507712,0,3.4617331729994776
TUG-MNL,TUG,MNL,2025,1,16893.45,82.68,7135.96,7135.59,3717.97,127,6775,0.1667,0.1691,0.1568,0.5725,1.6703,1.9891,0.0064,0.1717,1216,4565,1113791,7348669,46,1351,1,13.923280967493845,15.81002990243421,3.8501476017100584,7.20934025660291,4.852030263919617,8.821142236331891,7.104144092987527,8.42639282708974,0,2.7217389325643633
TWT-CBO,TWT,CBO,2025,1,0.0,0.0,10000.0,5577.29,10000.0,49,66,0.007,0.165,0.0,0.0388,1.9938,1.9501,0.0007,0.0101,940,940,1878952,1878952,6,6,0,14.446225264777816,14.446225264777816,1.9459101490553132,1.9459101490553132,3.912023005428146,4.204692619390966,6.846943139585379,6.846943139585379,1,6.151557349710017
TWT-ZAM,TWT,ZAM,2025,1,4665.81,72.5,6012.5,5577.29,6433.02,49,99,0.007,0.0394,0.0,0.0863,1.9938,1.405,0.0007,0.2669,940,1263,1878952,1953463,6,64,1,14.446225264777816,14.48511476484572,1.9459101490553132,4.174387269895637,3.912023005428146,4.605170185988092,6.846943139585379,7.142036574706803,0,4.721501094923914
USU-CEB,USU,CEB,2025,1,4671.0,52.79,4941.7,5310.89,3150.85,310,3074,0.0053,0.0056,0.0456,0.5096,1.9757,1.891,0.0016,0.0813,1095,2606,2810208,7517450,51,386,1,14.84876941576828,15.832737675699201,3.9512437185814275,5.958424693029782,5.739792912179234,8.031060180240619,6.999422467507961,7.865955413933502,0,1.439704922670443
USU-CRK,USU,CRK,2025,1,0.0,0.0,10000.0,5310.89,8624.9,310,340,0.0053,0.0065,0.0456,0.1865,1.9757,1.2661,0.0016,0.1108,1095,3779,2810208,5691259,51,243,0,14.84876941576828,15.554442222712828,3.9512437185814275,5.497168225293202,5.739792912179234,5.831882477283517,6.999422467507961,8.237479288613633,0,2.6927157490332783
USU-ENI,USU,ENI,2025,1,0.0,0.0,0.0,5310.89,0.0,310,0,0.0053,0.0141,0.0456,0.2391,1.9757,1.9942,0.0016,0.0021,1095,1095,2810208,2810208,51,51,0,14.84876941576828,14.84876941576828,3.9512437185814275,3.9512437185814275,5.739792912179234,0.0,6.999422467507961,6.999422467507961,1,4.701530785354276
USU-MNL,USU,MNL,2025,1,7286.76,80.5,6860.5,5310.89,3717.97,310,6775,0.0053,0.1691,0.0456,0.5725,1.9757,1.9891,0.0016,0.1717,1095,4565,2810208,7348669,51,1351,1,14.84876941576828,15.81002990243421,3.9512437185814275,7.20934025660291,5.739792912179234,8.821142236331891,6.999422467507961,8.42639282708974,0,2.0351384687014624
VRC-MNL,VRC,MNL,2025,1,0.0,0.0,0.0,0.0,3717.97,0,6775,0.0996,0.1691,0.0298,0.5725,1.9966,1.9891,0.0009,0.1717,1909,4565,4631579,7348669,93,1351,0,15.348408620548742,15.81002990243421,4.543294782270004,7.20934025660291,0.0,8.821142236331891,7.554858521040676,8.42639282708974,0,3.595092004943223
WNP-MNL,WNP,MNL,2025,1,2678.04,100.0,10000.0,10000.0,3717.97,43,6775,1.1518,0.1691,0.0089,0.5725,1.909,1.9891,0.0013,0.1717,1909,4565,4631579,7348669,93,1351,1,15.348408620548742,15.81002990243421,4.543294782270004,7.20934025660291,3.784189633918261,8.821142236331891,7.554858521040676,8.42639282708974,0,3.136011349915668
ZAM-CEB,ZAM,CEB,2025,1,9246.85,84.88,7433.23,6792.34,3150.85,366,3074,0.0394,0.0056,0.0863,0.5096,1.405,1.891,0.2669,0.0813,1263,2606,1953463,7517450,64,386,1,14.48511476484572,15.832737675699201,4.174387269895637,5.958424693029782,5.905361848054571,8.031060180240619,7.142036574706803,7.865955413933502,0,3.1676223584463767
ZAM-DVO,ZAM,DVO,2025,1,3378.69,100.0,10000.0,6792.34,5304.68,366,1133,0.0394,0.6037,0.0863,0.4554,1.405,1.7601,0.2669,0.1592,1263,1837,1953463,4116016,64,205,1,14.48511476484572,15.230396506151067,4.174387269895637,5.327876168789581,5.905361848054571,7.033506484287697,7.142036574706803,7.516433302915632,0,3.634082840571673
ZAM-GES,ZAM,GES,2025,1,160.89,100.0,10000.0,6792.34,5685.99,366,283,0.0394,0.0677,0.0863,0.0731,1.405,1.8292,0.2669,0.1054,1263,1625,1953463,1705910,64,82,1,14.48511476484572,14.349609836856978,4.174387269895637,4.418840607796598,5.905361848054571,5.648974238161206,7.142036574706803,7.3938782901077555,1,4.326461452612637
ZAM-ILO,ZAM,ILO,2025,1,2574.24,100.0,10000.0,6792.34,4460.23,366,900,0.0394,2.0,0.0863,0.001,1.405,1.9149,0.2669,0.0007,1263,2618,1953463,5909568,64,147,1,14.48511476484572,15.592083459480998,4.174387269895637,4.997212273764115,5.905361848054571,6.803505257608338,7.142036574706803,7.870547844507712,0,3.6742189075040597
ZAM-MNL,ZAM,MNL,2025,1,24501.99,74.55,6205.4,6792.34,3717.97,366,6775,0.0394,0.1691,0.0863,0.5725,1.405,1.9891,0.2669,0.1717,1263,4565,1953463,7348669,64,1351,1,14.48511476484572,15.81002990243421,4.174387269895637,7.20934025660291,5.905361848054571,8.821142236331891,7.142036574706803,8.42639282708974,0,3.4047545184164956
ZAM-TWT,ZAM,TWT,2025,1,7722.72,80.0,6800.0,6792.34,6335.51,366,69,0.0394,0.007,0.0863,0.0,1.405,1.9938,0.2669,0.0007,1263,940,1953463,1878952,64,6,1,14.48511476484572,14.446225264777816,4.174387269895637,1.9459101490553132,5.905361848054571,4.248495242049359,7.142036574706803,6.846943139585379,1,4.725767187413093
BCD-CEB,BCD,CEB,2025,2,4610.816,63.97,3344.26,3387.37,3044.74,568,2513,0.0525,0.0056,0.1407,0.5096,1.7466,1.891,0.1829,0.0813,2618,2606,5909568,7517450,147,386,1,15.592083459480998,15.832737675699201,4.997212273764115,5.958424693029782,6.343880434126331,7.829630389150193,7.870547844507712,7.865955413933502,0,2.73090569873943
BCD-DVO,BCD,DVO,2025,2,4558.736,100.0,10000.0,3387.37,5056.2,568,933,0.0525,0.6037,0.1407,0.4554,1.7466,1.7601,0.1829,0.1592,2618,1837,5909568,4116016,147,205,1,15.592083459480998,15.230396506151067,4.997212273764115,5.327876168789581,6.343880434126331,6.839476438228843,7.870547844507712,7.516433302915632,1,2.6929700050533993
BCD-MNL,BCD,MNL,2025,2,31180.296,40.72,3449.29,3387.37,3684.46,568,6079,0.0525,0.1691,0.1407,0.5725,1.7466,1.9891,0.1829,0.1717,2618,4565,5909568,7348669,147,1351,1,15.592083459480998,15.81002990243421,4.997212273764115,7.20934025660291,6.343880434126331,8.712759974960212,7.870547844507712,8.42639282708974,0,3.0389146519907824
BPA-CEB,BPA,CEB,2025,2,0.0,0.0,10000.0,10000.0,3044.74,9,2513,0.0,0.0056,0.0491,0.5096,1.9298,1.891,0.0072,0.0813,1528,2606,1695713,7517450,103,386,0,14.343614449038526,15.832737675699201,4.6443908991413725,5.958424693029782,2.302585092994046,7.829630389150193,7.332369205929062,7.865955413933502,0,2.9578963775016676
BSO-CRK,BSO,CRK,2025,2,0.0,0.0,10000.0,10000.0,7949.2,14,268,0.0348,0.0065,0.2377,0.1865,1.996,1.2661,0.0006,0.1108,1216,3779,1113791,5691259,46,243,0,13.923280967493845,15.554442222712828,3.8501476017100584,5.497168225293202,2.70805020110221,5.594711379601839,7.104144092987527,8.237479288613633,0,3.7184592991365384
BSO-MNL,BSO,MNL,2025,2,0.0,0.0,0.0,10000.0,3684.46,14,6079,0.0348,0.1691,0.2377,0.5725,1.996,1.9891,0.0006,0.1717,1216,4565,1113791,7348669,46,1351,0,13.923280967493845,15.81002990243421,3.8501476017100584,7.20934025660291,2.70805020110221,8.712759974960212,7.104144092987527,8.42639282708974,0,3.549969953013932
BXU-CEB,BXU,CEB,2025,2,3187.296,65.85,5502.44,4610.45,3044.74,237,2513,0.018,0.0056,0.0452,0.5096,1.8643,1.891,0.2916,0.0813,920,2606,1728856,7517450,47,386,1,14.362971054478116,15.832737675699201,3.871201010907891,5.958424693029782,5.472270673671475,7.829630389150193,6.825460036255307,7.865955413933502,0,3.468320459382498
BXU-MNL,BXU,MNL,2025,2,19057.808,71.09,5889.58,4610.45,3684.46,237,6079,0.018,0.1691,0.0452,0.5725,1.8643,1.9891,0.2916,0.1717,920,4565,1728856,7348669,47,1351,1,14.362971054478116,15.81002990243421,3.871201010907891,7.20934025660291,5.472270673671475,8.712759974960212,6.825460036255307,8.42639282708974,0,3.7231197241357252
CBO-CEB,CBO,CEB,2025,2,0.0,0.0,10000.0,10000.0,3044.74,52,2513,0.165,0.0056,0.0388,0.5096,1.9501,1.891,0.0101,0.0813,940,2606,1878952,7517450,6,386,0,14.446225264777816,15.832737675699201,1.9459101490553132,5.958424693029782,3.970291913552122,7.829630389150193,6.846943139585379,7.865955413933502,0,3.576235456000364
CBO-MNL,CBO,MNL,2025,2,0.0,0.0,10000.0,10000.0,3684.46,52,6079,0.165,0.1691,0.0388,0.5725,1.9501,1.9891,0.0101,0.1717,940,4565,1878952,7348669,6,1351,0,14.446225264777816,15.81002990243421,1.9459101490553132,7.20934025660291,3.970291913552122,8.712759974960212,6.846943139585379,8.42639282708974,0,3.8188981369642225
CBO-TAG,CBO,TAG,2025,2,0.0,0.0,0.0,10000.0,4152.27,52,306,0.165,0.0022,0.0388,0.746,1.9501,1.9782,0.0101,0.0037,940,2606,1878952,7517450,6,386,0,14.446225264777816,15.832737675699201,1.9459101490553132,5.958424693029782,3.970291913552122,5.726847747587197,6.846943139585379,7.865955413933502,0,3.800834914355934
CBO-TWT,CBO,TWT,2025,2,0.0,0.0,10000.0,10000.0,6113.22,52,52,0.165,0.007,0.0388,0.0,1.9501,1.9938,0.0101,0.0007,940,940,1878952,1878952,6,6,0,14.446225264777816,14.446225264777816,1.9459101490553132,1.9459101490553132,3.970291913552122,3.970291913552122,6.846943139585379,6.846943139585379,0,6.218106497868752
CEB-BAG,CEB,BAG,2025,2,0.0,0.0,0.0,3140.8,0.0,2344,0,0.0056,0.2033,0.5096,0.5139,1.891,1.4349,0.0813,0.1274,2606,627,7517450,1983511,386,38,0,15.832737675699201,14.500379568829993,5.958424693029782,3.6635616461296463,7.76004068088038,0.0,7.865955413933502,6.4425401664681985,1,3.881242674000955
CEB-BCD,CEB,BCD,2025,2,4548.32,63.66,3347.85,3140.8,3352.2,2344,521,0.0056,0.0525,0.5096,0.1407,1.891,1.7466,0.0813,0.1829,2606,2618,7517450,5909568,386,147,1,15.832737675699201,15.592083459480998,5.958424693029782,4.997212273764115,7.76004068088038,6.257667587882639,7.865955413933502,7.870547844507712,1,2.6249788679684505
CEB-BPA,CEB,BPA,2025,2,0.0,0.0,10000.0,3140.8,10000.0,2344,10,0.0056,0.0,0.5096,0.0491,1.891,1.9298,0.0813,0.0072,2606,1528,7517450,1695713,386,103,0,15.832737675699201,14.343614449038526,5.958424693029782,4.6443908991413725,7.76004068088038,2.3978952727983707,7.865955413933502,7.332369205929062,1,2.9084475273451003
CEB-BXU,CEB,BXU,2025,2,1624.896,49.58,5000.35,3140.8,4862.82,2344,221,0.0056,0.018,0.5096,0.0452,1.891,1.8643,0.0813,0.2916,2606,920,7517450,1728856,386,47,1,15.832737675699201,14.362971054478116,5.958424693029782,3.871201010907891,7.76004068088038,5.402677381872279,7.865955413933502,6.825460036255307,1,3.456847335146212
CEB-CBO,CEB,CBO,2025,2,0.0,0.0,10000.0,3140.8,10000.0,2344,57,0.0056,0.165,0.5096,0.0388,1.891,1.9501,0.0813,0.0101,2606,940,7517450,1878952,386,6,0,15.832737675699201,14.446225264777816,5.958424693029782,1.9459101490553132,7.76004068088038,4.060443010546419,7.865955413933502,6.846943139585379,1,3.5654490435938446
CEB-CGM,CEB,CGM,2025,2,2937.312,100.0,10000.0,3140.8,10000.0,2344,47,0.0056,0.0017,0.5096,0.0699,1.891,1.9936,0.0813,0.0058,2606,1573,7517450,2941319,386,135,1,15.832737675699201,14.894369018145523,5.958424693029782,4.912654885736052,7.76004068088038,3.871201010907891,7.865955413933502,7.3613754289773485,1,2.608856173304746
CEB-CGY,CEB,CGY,2025,2,9686.88,70.18,3450.41,3140.8,3413.18,2344,563,0.0056,0.072,0.5096,0.0369,1.891,1.9531,0.0813,0.0014,2606,1573,7517450,2941319,386,135,1,15.832737675699201,14.894369018145523,5.958424693029782,4.912654885736052,7.76004068088038,6.335054251498059,7.865955413933502,7.3613754289773485,1,1.570117712611036
