Route,From,To,Year,Month,Passenger,OwnShFli,RouteHHI,AirHHI_From,AirHHI_To,AirFli_From,AirFli_To,Business_From,Business_To,Accommodation_From,Accommodation_To,Port_From,Port_To,EGrowth_From,EGrowth_To,OFW_From,OFW_To,Travelers_From,Travelers_To,Establishment_From,Establishment_To,Entry,Travelers_From_log,Travelers_To_log,Establishment_From_log,Establishment_To_log,AirFli_From_log,AirFli_To_log,OFW_From_log,OFW_To_log,cluster_elbow,cluster_elbow_dist_to_centroid
CRK-TBH,CRK,TBH,2022,10,0.0,0.0,0.0,10000.0,0.0,10,0,0.0065,0.0,0.1865,0.0036,1.2661,1.9984,0.1108,0.0002,3779,1095,5691259,2810208,243,51,0,15.554442222712828,14.84876941576828,5.497168225293202,3.9512437185814275,2.3978952727983707,0.0,8.237479288613633,6.999422467507961,1,4.60736641031377
CRK-USU,CRK,USU,2022,10,0.0,0.0,0.0,10000.0,5642.58,10,39,0.0065,0.0053,0.1865,0.0456,1.2661,1.9757,0.1108,0.0016,3779,1095,5691259,2810208,243,51,0,15.554442222712828,14.84876941576828,5.497168225293202,3.9512437185814275,2.3978952727983707,3.6888794541139363,8.237479288613633,6.999422467507961,1,3.6445275739777436
CRM-CEB,CRM,CEB,2022,10,0.0,0.0,0.0,0.0,2867.88,0,908,0.0586,0.0056,0.0541,0.5096,1.9967,1.891,0.0006,0.0813,1528,2606,1695713,7517450,103,386,0,14.343614449038526,15.832737675699201,4.6443908991413725,5.958424693029782,0.0,6.812345094177479,7.332369205929062,7.865955413933502,0,3.3589073792250637
CRM-MNL,CRM,MNL,2022,10,0.0,0.0,0.0,0.0,3770.31,0,3440,0.0586,0.1691,0.0541,0.5725,1.9967,1.9891,0.0006,0.1717,1528,4565,1695713,7348669,103,1351,0,14.343614449038526,15.81002990243421,4.6443908991413725,7.20934025660291,0.0,8.14351740579748,7.332369205929062,8.42639282708974,0,3.5743276058522033
CYP-CEB,CYP,CEB,2022,10,850.752,100.0,10000.0,5055.4,2867.88,26,908,0.0009,0.0056,0.3387,0.5096,1.9297,1.891,0.0019,0.0813,1528,2606,1695713,7517450,103,386,1,14.343614449038526,15.832737675699201,4.6443908991413725,5.958424693029782,3.295836866004329,6.812345094177479,7.332369205929062,7.865955413933502,0,1.9393003924677834
CYP-MNL,CYP,MNL,2022,10,0.0,0.0,10000.0,5055.4,3770.31,26,3440,0.0009,0.1691,0.3387,0.5725,1.9297,1.9891,0.0019,0.1717,1528,4565,1695713,7348669,103,1351,0,14.343614449038526,15.81002990243421,4.6443908991413725,7.20934025660291,3.295836866004329,8.14351740579748,7.332369205929062,8.42639282708974,0,2.2922576347283163
CYP-TAC,CYP,TAC,2022,10,0.0,0.0,0.0,5055.4,3179.68,26,14,0.0009,0.0177,0.3387,0.1266,1.9297,1.7168,0.0019,0.1699,1528,1528,1695713,1695713,103,103,0,14.343614449038526,14.343614449038526,4.6443908991413725,4.6443908991413725,3.295836866004329,2.70805020110221,7.332369205929062,7.332369205929062,0,4.029486100317696
CYZ-MNL,CYZ,MNL,2022,10,3924.6,100.0,10000.0,10000.0,3770.31,25,3440,0.1052,0.1691,0.0793,0.5725,1.6779,1.9891,0.0065,0.1717,1216,4565,1113791,7348669,46,1351,1,13.923280967493845,15.81002990243421,3.8501476017100584,7.20934025660291,3.258096538021482,8.14351740579748,7.104144092987527,8.42639282708974,0,3.487207865065733
DGT-CEB,DGT,CEB,2022,10,0.0,0.0,0.0,5031.87,2867.88,96,908,0.0,0.0056,0.1754,0.5096,1.9427,1.891,0.0084,0.0813,2606,2606,7517450,7517450,386,386,0,15.832737675699201,15.832737675699201,5.958424693029782,5.958424693029782,4.574710978503383,6.812345094177479,7.865955413933502,7.865955413933502,0,2.7785612671125812
DGT-ILO,DGT,ILO,2022,10,0.0,0.0,0.0,5031.87,3287.93,96,332,0.0,2.0,0.1754,0.001,1.9427,1.9149,0.0084,0.0007,2606,2618,7517450,5909568,386,147,0,15.832737675699201,15.592083459480998,5.958424693029782,4.997212273764115,4.574710978503383,5.808142489980444,7.865955413933502,7.870547844507712,1,2.874217203297683
DGT-MNL,DGT,MNL,2022,10,6750.312,46.01,5031.84,5031.87,3770.31,96,3440,0.0,0.1691,0.1754,0.5725,1.9427,1.9891,0.0084,0.1717,2606,4565,7517450,7348669,386,1351,1,15.832737675699201,15.81002990243421,5.958424693029782,7.20934025660291,4.574710978503383,8.14351740579748,7.865955413933502,8.42639282708974,0,2.806194342338567
DPL-CEB,DPL,CEB,2022,10,0.0,0.0,0.0,5029.59,2867.88,52,908,0.0248,0.0056,0.2653,0.5096,1.9409,1.891,0.0123,0.0813,1263,2606,1953463,7517450,64,386,0,14.48511476484572,15.832737675699201,4.174387269895637,5.958424693029782,3.970291913552122,6.812345094177479,7.142036574706803,7.865955413933502,0,1.733542754679491
DPL-MNL,DPL,MNL,2022,10,4395.552,53.85,5029.65,5029.59,3770.31,52,3440,0.0248,0.1691,0.2653,0.5725,1.9409,1.9891,0.0123,0.1717,1263,4565,1953463,7348669,64,1351,1,14.48511476484572,15.81002990243421,4.174387269895637,7.20934025660291,3.970291913552122,8.14351740579748,7.142036574706803,8.42639282708974,0,1.7774833516520678
DRP-CEB,DRP,CEB,2022,10,0.0,0.0,0.0,0.0,2867.88,0,908,2.0,0.0056,0.0165,0.5096,1.3268,1.891,0.0008,0.0813,1909,2606,4631579,7517450,93,386,0,15.348408620548742,15.832737675699201,4.543294782270004,5.958424693029782,0.0,6.812345094177479,7.554858521040676,7.865955413933502,0,3.3333784366791317
DRP-ILO,DRP,ILO,2022,10,0.0,0.0,0.0,0.0,3287.93,0,332,2.0,2.0,0.0165,0.001,1.3268,1.9149,0.0008,0.0007,1909,2618,4631579,5909568,93,147,0,15.348408620548742,15.592083459480998,4.543294782270004,4.997212273764115,0.0,5.808142489980444,7.554858521040676,7.870547844507712,0,3.7226170893036405
DRP-MNL,DRP,MNL,2022,10,0.0,0.0,0.0,0.0,3770.31,0,3440,2.0,0.1691,0.0165,0.5725,1.3268,1.9891,0.0008,0.1717,1909,4565,4631579,7348669,93,1351,0,15.348408620548742,15.81002990243421,4.543294782270004,7.20934025660291,0.0,8.14351740579748,7.554858521040676,8.42639282708974,0,3.5503479905302195
DVO-BCD,DVO,BCD,2022,10,156.984,100.0,10000.0,5074.83,3634.63,343,223,0.6037,0.0525,0.4554,0.1407,1.7601,1.7466,0.1592,0.1829,1837,2618,4116016,5909568,205,147,1,15.230396506151067,15.592083459480998,5.327876168789581,4.997212273764115,5.840641657373398,5.4116460518550396,7.516433302915632,7.870547844507712,0,2.677777325961702
DVO-CBO,DVO,CBO,2022,10,0.0,0.0,0.0,5074.83,10000.0,343,23,0.6037,0.165,0.4554,0.0388,1.7601,1.9501,0.1592,0.0101,1837,940,4116016,1878952,205,6,0,15.230396506151067,14.446225264777816,5.327876168789581,1.9459101490553132,5.840641657373398,3.1780538303479458,7.516433302915632,6.846943139585379,1,3.8561324986870633
DVO-CEB,DVO,CEB,2022,10,4552.536,58.02,5128.64,5074.83,2867.88,343,908,0.6037,0.0056,0.4554,0.5096,1.7601,1.891,0.1592,0.0813,1837,2606,4116016,7517450,205,386,1,15.230396506151067,15.832737675699201,5.327876168789581,5.958424693029782,5.840641657373398,6.812345094177479,7.516433302915632,7.865955413933502,0,1.9781491520645966
DVO-CGY,DVO,CGY,2022,10,60.768,100.0,10000.0,5074.83,3773.84,343,328,0.6037,0.072,0.4554,0.0369,1.7601,1.9531,0.1592,0.0014,1837,1573,4116016,2941319,205,135,1,15.230396506151067,14.894369018145523,5.327876168789581,4.912654885736052,5.840641657373398,5.796057750765372,7.516433302915632,7.3613754289773485,1,2.390411032898986
DVO-CRK,DVO,CRK,2022,10,0.0,0.0,0.0,5074.83,10000.0,343,10,0.6037,0.0065,0.4554,0.1865,1.7601,1.2661,0.1592,0.1108,1837,3779,4116016,5691259,205,243,0,15.230396506151067,15.554442222712828,5.327876168789581,5.497168225293202,5.840641657373398,2.3978952727983707,7.516433302915632,8.237479288613633,1,3.758066139141881
DVO-DGT,DVO,DGT,2022,10,0.0,0.0,0.0,5074.83,5111.25,343,125,0.6037,0.0,0.4554,0.1754,1.7601,1.9427,0.1592,0.0084,1837,2606,4116016,7517450,205,386,0,15.230396506151067,15.832737675699201,5.327876168789581,5.958424693029782,5.840641657373398,4.836281906951478,7.516433302915632,7.865955413933502,0,2.7765228809916453
DVO-IAO,DVO,IAO,2022,10,0.0,0.0,0.0,5074.83,5291.01,343,153,0.6037,0.0426,0.4554,0.0,1.7601,1.977,0.1592,0.0025,1837,920,4116016,1728856,205,47,0,15.230396506151067,14.362971054478116,5.327876168789581,3.871201010907891,5.840641657373398,5.0369526024136295,7.516433302915632,6.825460036255307,1,2.650263028230725
DVO-ILO,DVO,ILO,2022,10,0.0,0.0,0.0,5074.83,3287.93,343,332,0.6037,2.0,0.4554,0.001,1.7601,1.9149,0.1592,0.0007,1837,2618,4116016,5909568,205,147,0,15.230396506151067,15.592083459480998,5.327876168789581,4.997212273764115,5.840641657373398,5.808142489980444,7.516433302915632,7.870547844507712,1,2.8190462681239383
DVO-MNL,DVO,MNL,2022,10,25805.3,57.54,5113.7,5074.83,3770.31,343,3440,0.6037,0.1691,0.4554,0.5725,1.7601,1.9891,0.1592,0.1717,1837,4565,4116016,7348669,205,1351,1,15.230396506151067,15.81002990243421,5.327876168789581,7.20934025660291,5.840641657373398,8.14351740579748,7.516433302915632,8.42639282708974,0,2.3251140268006703
DVO-MPH,DVO,MPH,2022,10,0.0,0.0,0.0,5074.83,3437.64,343,386,0.6037,0.0902,0.4554,1.3168,1.7601,1.9746,0.1592,0.0014,1837,2618,4116016,5909568,205,147,0,15.230396506151067,15.592083459480998,5.327876168789581,4.997212273764115,5.840641657373398,5.958424693029782,7.516433302915632,7.870547844507712,0,2.803207016801723
DVO-PPS,DVO,PPS,2022,10,0.0,0.0,0.0,5074.83,4145.35,343,158,0.6037,0.0354,0.4554,0.2292,1.7601,1.3649,0.1592,0.1602,1837,1095,4116016,2810208,205,51,0,15.230396506151067,14.84876941576828,5.327876168789581,3.9512437185814275,5.840641657373398,5.0689042022202315,7.516433302915632,6.999422467507961,1,2.6142898314041907
DVO-TAG,DVO,TAG,2022,10,0.0,0.0,10000.0,5074.83,3446.22,343,173,0.6037,0.0022,0.4554,0.746,1.7601,1.9782,0.1592,0.0037,1837,2606,4116016,7517450,205,386,0,15.230396506151067,15.832737675699201,5.327876168789581,5.958424693029782,5.840641657373398,5.159055299214529,7.516433302915632,7.865955413933502,0,2.772450477919762
DVO-ZAM,DVO,ZAM,2022,10,0.0,0.0,0.0,5074.83,0.0,343,0,0.6037,0.0394,0.4554,0.0863,1.7601,1.405,0.1592,0.2669,1837,1263,4116016,1953463,205,64,0,15.230396506151067,14.48511476484572,5.327876168789581,4.174387269895637,5.840641657373398,0.0,7.516433302915632,7.142036574706803,1,4.480213014135316
ENI-CEB,ENI,CEB,2022,10,0.0,0.0,0.0,0.0,2867.88,0,908,0.0141,0.0056,0.2391,0.5096,1.9942,1.891,0.0021,0.0813,1095,2606,2810208,7517450,51,386,0,14.84876941576828,15.832737675699201,3.9512437185814275,5.958424693029782,0.0,6.812345094177479,6.999422467507961,7.865955413933502,0,3.2999894412645174
ENI-CRK,ENI,CRK,2022,10,0.0,0.0,0.0,0.0,10000.0,0,10,0.0141,0.0065,0.2391,0.1865,1.9942,1.2661,0.0021,0.1108,1095,3779,2810208,5691259,51,243,0,14.84876941576828,15.554442222712828,3.9512437185814275,5.497168225293202,0.0,2.3978952727983707,6.999422467507961,8.237479288613633,0,4.576649361079746
ENI-MNL,ENI,MNL,2022,10,0.0,0.0,0.0,0.0,3770.31,0,3440,0.0141,0.1691,0.2391,0.5725,1.9942,1.9891,0.0021,0.1717,1095,4565,2810208,7348669,51,1351,0,14.84876941576828,15.81002990243421,3.9512437185814275,7.20934025660291,0.0,8.14351740579748,6.999422467507961,8.42639282708974,0,3.519018238685594
ENI-MPH,ENI,MPH,2022,10,0.0,0.0,0.0,0.0,3437.64,0,386,0.0141,0.0902,0.2391,1.3168,1.9942,1.9746,0.0021,0.0014,1095,2618,2810208,5909568,51,147,0,14.84876941576828,15.592083459480998,3.9512437185814275,4.997212273764115,0.0,5.958424693029782,6.999422467507961,7.870547844507712,0,3.6739942372647545
ENI-TAG,ENI,TAG,2022,10,0.0,0.0,0.0,0.0,3446.22,0,173,0.0141,0.0022,0.2391,0.746,1.9942,1.9782,0.0021,0.0037,1095,2606,2810208,7517450,51,386,0,14.84876941576828,15.832737675699201,3.9512437185814275,5.958424693029782,0.0,5.159055299214529,6.999422467507961,7.865955413933502,0,3.6256782129320277
ENI-USU,ENI,USU,2022,10,0.0,0.0,0.0,0.0,5642.58,0,39,0.0141,0.0053,0.2391,0.0456,1.9942,1.9757,0.0021,0.0016,1095,1095,2810208,2810208,51,51,0,14.84876941576828,14.84876941576828,3.9512437185814275,3.9512437185814275,0.0,3.6888794541139363,6.999422467507961,6.999422467507961,0,4.929400494013048
EUQ-MNL,EUQ,MNL,2022,10,0.0,0.0,10000.0,10000.0,3770.31,10,3440,0.0176,0.1691,0.2494,0.5725,1.9871,1.9891,0.0009,0.1717,2618,4565,5909568,7348669,147,1351,0,15.592083459480998,15.81002990243421,4.997212273764115,7.20934025660291,2.3978952727983707,8.14351740579748,7.870547844507712,8.42639282708974,0,3.483345296658683
GES-CEB,GES,CEB,2022,10,0.0,0.0,0.0,5236.21,2867.88,92,908,0.0677,0.0056,0.0731,0.5096,1.8292,1.891,0.1054,0.0813,1625,2606,1705910,7517450,82,386,0,14.349609836856978,15.832737675699201,4.418840607796598,5.958424693029782,4.532599493153256,6.812345094177479,7.3938782901077555,7.865955413933502,0,1.8456976417071937
GES-ILO,GES,ILO,2022,10,0.0,0.0,0.0,5236.21,3287.93,92,332,0.0677,2.0,0.0731,0.001,1.8292,1.9149,0.1054,0.0007,1625,2618,1705910,5909568,82,147,0,14.349609836856978,15.592083459480998,4.418840607796598,4.997212273764115,4.532599493153256,5.808142489980444,7.3938782901077555,7.870547844507712,0,2.480537436940147
GES-MNL,GES,MNL,2022,10,13264.304,60.87,5236.31,5236.21,3770.31,92,3440,0.0677,0.1691,0.0731,0.5725,1.8292,1.9891,0.1054,0.1717,1625,4565,1705910,7348669,82,1351,1,14.349609836856978,15.81002990243421,4.418840607796598,7.20934025660291,4.532599493153256,8.14351740579748,7.3938782901077555,8.42639282708974,0,1.8888531046346504
IAO-CEB,IAO,CEB,2022,10,2066.112,56.25,5078.12,5553.2,2867.88,109,908,0.0426,0.0056,0.0,0.5096,1.977,1.891,0.0025,0.0813,920,2606,1728856,7517450,47,386,1,14.362971054478116,15.832737675699201,3.871201010907891,5.958424693029782,4.700480365792417,6.812345094177479,6.825460036255307,7.865955413933502,0,1.8129752857556762
IAO-CRK,IAO,CRK,2022,10,0.0,0.0,0.0,5553.2,10000.0,109,10,0.0426,0.0065,0.0,0.1865,1.977,1.2661,0.0025,0.1108,920,3779,1728856,5691259,47,243,0,14.362971054478116,15.554442222712828,3.871201010907891,5.497168225293202,4.700480365792417,2.3978952727983707,6.825460036255307,8.237479288613633,0,3.831549782534366
IAO-DVO,IAO,DVO,2022,10,0.0,0.0,0.0,5553.2,5046.04,109,350,0.0426,0.6037,0.0,0.4554,1.977,1.7601,0.0025,0.1592,920,1837,1728856,4116016,47,205,0,14.362971054478116,15.230396506151067,3.871201010907891,5.327876168789581,4.700480365792417,5.860786223465865,6.825460036255307,7.516433302915632,0,2.6239727440373533
IAO-MNL,IAO,MNL,2022,10,0.0,0.0,10000.0,5553.2,3770.31,109,3440,0.0426,0.1691,0.0,0.5725,1.977,1.9891,0.0025,0.1717,920,4565,1728856,7348669,47,1351,0,14.362971054478116,15.81002990243421,3.871201010907891,7.20934025660291,4.700480365792417,8.14351740579748,6.825460036255307,8.42639282708974,0,2.5099296705615295
ILO-BCD,ILO,BCD,2022,10,0.0,0.0,0.0,3291.41,3634.63,339,223,2.0,0.0525,0.001,0.1407,1.9149,1.7466,0.0007,0.1829,2618,2618,5909568,5909568,147,147,0,15.592083459480998,15.592083459480998,4.997212273764115,4.997212273764115,5.8289456176102075,5.4116460518550396,7.870547844507712,7.870547844507712,0,2.8143636796175295
ILO-CEB,ILO,CEB,2022,10,1823.04,100.0,10000.0,3291.41,2867.88,339,908,2.0,0.0056,0.001,0.5096,1.9149,1.891,0.0007,0.0813,2618,2606,5909568,7517450,147,386,1,15.592083459480998,15.832737675699201,4.997212273764115,5.958424693029782,5.8289456176102075,6.812345094177479,7.870547844507712,7.865955413933502,0,2.5223449804014315
ILO-CGY,ILO,CGY,2022,10,0.0,0.0,0.0,3291.41,3773.84,339,328,2.0,0.072,0.001,0.0369,1.9149,1.9531,0.0007,0.0014,2618,1573,5909568,2941319,147,135,0,15.592083459480998,14.894369018145523,4.997212273764115,4.912654885736052,5.8289456176102075,5.796057750765372,7.870547844507712,7.3613754289773485,1,2.3890206769775526
ILO-CRK,ILO,CRK,2022,10,0.0,0.0,0.0,3291.41,10000.0,339,10,2.0,0.0065,0.001,0.1865,1.9149,1.2661,0.0007,0.1108,2618,3779,5909568,5691259,147,243,0,15.592083459480998,15.554442222712828,4.997212273764115,5.497168225293202,5.8289456176102075,2.3978952727983707,7.870547844507712,8.237479288613633,1,3.802971094090245
ILO-DGT,ILO,DGT,2022,10,0.0,0.0,0.0,3291.41,5111.25,339,125,2.0,0.0,0.001,0.1754,1.9149,1.9427,0.0007,0.0084,2618,2606,5909568,7517450,147,386,0,15.592083459480998,15.832737675699201,4.997212273764115,5.958424693029782,5.8289456176102075,4.836281906951478,7.870547844507712,7.865955413933502,0,2.939461523405538
ILO-DRP,ILO,DRP,2022,10,0.0,0.0,0.0,3291.41,0.0,339,0,2.0,2.0,0.001,0.0165,1.9149,1.3268,0.0007,0.0008,2618,1909,5909568,4631579,147,93,0,15.592083459480998,15.348408620548742,4.997212273764115,4.543294782270004,5.8289456176102075,0.0,7.870547844507712,7.554858521040676,1,3.683404546803151
ILO-DVO,ILO,DVO,2022,10,0.0,0.0,0.0,3291.41,5046.04,339,350,2.0,0.6037,0.001,0.4554,1.9149,1.7601,0.0007,0.1592,2618,1837,5909568,4116016,147,205,0,15.592083459480998,15.230396506151067,4.997212273764115,5.327876168789581,5.8289456176102075,5.860786223465865,7.870547844507712,7.516433302915632,1,2.7193426937761096
ILO-GES,ILO,GES,2022,10,0.0,0.0,0.0,3291.41,5260.85,339,93,2.0,0.0677,0.001,0.0731,1.9149,1.8292,0.0007,0.1054,2618,1625,5909568,1705910,147,82,0,15.592083459480998,14.349609836856978,4.997212273764115,4.418840607796598,5.8289456176102075,4.543294782270004,7.870547844507712,7.3938782901077555,1,2.4395706830709
ILO-KLO,ILO,KLO,2022,10,0.0,0.0,0.0,3291.41,8715.81,339,87,2.0,0.0773,0.001,0.1044,1.9149,1.8404,0.0007,0.0029,2618,2618,5909568,5909568,147,147,0,15.592083459480998,15.592083459480998,4.997212273764115,4.997212273764115,5.8289456176102075,4.477336814478207,7.870547844507712,7.870547844507712,1,3.080797041977656
ILO-MNL,ILO,MNL,2022,10,11814.312,22.63,3513.3,3291.41,3770.31,339,3440,2.0,0.1691,0.001,0.5725,1.9149,1.9891,0.0007,0.1717,2618,4565,5909568,7348669,147,1351,1,15.592083459480998,15.81002990243421,4.997212273764115,7.20934025660291,5.8289456176102075,8.14351740579748,7.870547844507712,8.42639282708974,0,2.536580383491083
ILO-MPH,ILO,MPH,2022,10,0.0,0.0,0.0,3291.41,3437.64,339,386,2.0,0.0902,0.001,1.3168,1.9149,1.9746,0.0007,0.0014,2618,2618,5909568,5909568,147,147,0,15.592083459480998,15.592083459480998,4.997212273764115,4.997212273764115,5.8289456176102075,5.958424693029782,7.870547844507712,7.870547844507712,1,2.8755555914932556
ILO-PPS,ILO,PPS,2022,10,0.0,0.0,0.0,3291.41,4145.35,339,158,2.0,0.0354,0.001,0.2292,1.9149,1.3649,0.0007,0.1602,2618,1095,5909568,2810208,147,51,0,15.592083459480998,14.84876941576828,4.997212273764115,3.9512437185814275,5.8289456176102075,5.0689042022202315,7.870547844507712,6.999422467507961,1,2.678439724709993
ILO-TAC,ILO,TAC,2022,10,0.0,0.0,0.0,3291.41,3179.68,339,14,2.0,0.0177,0.001,0.1266,1.9149,1.7168,0.0007,0.1699,2618,1528,5909568,1695713,147,103,0,15.592083459480998,14.343614449038526,4.997212273764115,4.6443908991413725,5.8289456176102075,2.70805020110221,7.870547844507712,7.332369205929062,1,2.9694400259833285
ILO-TAG,ILO,TAG,2022,10,0.0,0.0,0.0,3291.41,3446.22,339,173,2.0,0.0022,0.001,0.746,1.9149,1.9782,0.0007,0.0037,2618,2606,5909568,7517450,147,386,0,15.592083459480998,15.832737675699201,4.997212273764115,5.958424693029782,5.8289456176102075,5.159055299214529,7.870547844507712,7.865955413933502,0,2.9045882954789364
ILO-ZAM,ILO,ZAM,2022,10,0.0,0.0,0.0,3291.41,0.0,339,0,2.0,0.0394,0.001,0.0863,1.9149,1.405,0.0007,0.2669,2618,1263,5909568,1953463,147,64,0,15.592083459480998,14.48511476484572,4.997212273764115,4.174387269895637,5.8289456176102075,0.0,7.870547844507712,7.142036574706803,1,4.51794606965916
KLO-MNL,KLO,MNL,2022,10,1098.888,8.24,8487.8,8488.58,3770.31,85,3440,0.0773,0.1691,0.1044,0.5725,1.8404,1.9891,0.0029,0.1717,2618,4565,5909568,7348669,147,1351,1,15.592083459480998,15.81002990243421,4.997212273764115,7.20934025660291,4.454347296253507,8.14351740579748,7.870547844507712,8.42639282708974,0,2.889653350869884
KLO-MPH,KLO,MPH,2022,10,0.0,0.0,0.0,8488.58,3437.64,85,386,0.0773,0.0902,0.1044,1.3168,1.8404,1.9746,0.0029,0.0014,2618,2618,5909568,5909568,147,147,0,15.592083459480998,15.592083459480998,4.997212273764115,4.997212273764115,4.454347296253507,5.958424693029782,7.870547844507712,7.870547844507712,0,3.1694569917859323
LAO-MNL,LAO,MNL,2022,10,0.0,0.0,10000.0,10000.0,3770.31,13,3440,0.1189,0.1691,0.4868,0.5725,1.9367,1.9891,0.0129,0.1717,1736,4565,1857396,7348669,58,1351,0,14.434686603161763,15.81002990243421,4.07753744390572,7.20934025660291,2.6390573296152584,8.14351740579748,7.459914766241105,8.42639282708974,0,3.1290941685495626
LGP-MNL,LGP,MNL,2022,10,11459.832,58.04,5129.28,5129.3,3770.31,141,3440,2.0,0.1691,1.1444,0.5725,1.9183,1.9891,0.0098,0.1717,1909,4565,4631579,7348669,93,1351,1,15.348408620548742,15.81002990243421,4.543294782270004,7.20934025660291,4.955827057601261,8.14351740579748,7.554858521040676,8.42639282708974,0,1.8305298948750668
MBT-CEB,MBT,CEB,2022,10,0.0,0.0,0.0,0.0,2867.88,0,908,0.0,0.0056,0.052,0.5096,1.9706,1.891,0.0011,0.0813,1909,2606,4631579,7517450,93,386,0,15.348408620548742,15.832737675699201,4.543294782270004,5.958424693029782,0.0,6.812345094177479,7.554858521040676,7.865955413933502,0,3.3326491219671914
MBT-CRK,MBT,CRK,2022,10,0.0,0.0,0.0,0.0,10000.0,0,10,0.0,0.0065,0.052,0.1865,1.9706,1.2661,0.0011,0.1108,1909,3779,4631579,5691259,93,243,0,15.348408620548742,15.554442222712828,4.543294782270004,5.497168225293202,0.0,2.3978952727983707,7.554858521040676,8.237479288613633,0,4.600254257316983
MBT-MNL,MBT,MNL,2022,10,0.0,0.0,0.0,0.0,3770.31,0,3440,0.0,0.1691,0.052,0.5725,1.9706,1.9891,0.0011,0.1717,1909,4565,4631579,7348669,93,1351,0,15.348408620548742,15.81002990243421,4.543294782270004,7.20934025660291,0.0,8.14351740579748,7.554858521040676,8.42639282708974,0,3.5496632547177276
MNL-BAG,MNL,BAG,2022,10,0.0,0.0,0.0,3720.46,0.0,2796,0,0.1691,0.2033,0.5725,0.5139,1.9891,1.4349,0.1717,0.1274,4565,627,7348669,1983511,1351,38,0,15.81002990243421,14.500379568829993,7.20934025660291,3.6635616461296463,7.936302693201959,0.0,8.42639282708974,6.4425401664681985,1,4.104767699924354
MNL-BCD,MNL,BCD,2022,10,13998.584,41.08,3592.26,3720.46,3634.63,2796,223,0.1691,0.0525,0.5725,0.1407,1.9891,1.7466,0.1717,0.1829,4565,2618,7348669,5909568,1351,147,1,15.81002990243421,15.592083459480998,7.20934025660291,4.997212273764115,7.936302693201959,5.4116460518550396,8.42639282708974,7.870547844507712,1,2.8322298637244763
MNL-BSO,MNL,BSO,2022,10,0.0,0.0,10000.0,3720.46,10000.0,2796,23,0.1691,0.0348,0.5725,0.2377,1.9891,1.996,0.1717,0.0006,4565,1216,7348669,1113791,1351,46,0,15.81002990243421,13.923280967493845,7.20934025660291,3.8501476017100584,7.936302693201959,3.1780538303479458,8.42639282708974,7.104144092987527,1,3.535243251533633
MNL-BXU,MNL,BXU,2022,10,10674.912,75.81,6332.31,3720.46,5826.92,2796,103,0.1691,0.018,0.5725,0.0452,1.9891,1.8643,0.1717,0.2916,4565,920,7348669,1728856,1351,47,1,15.81002990243421,14.362971054478116,7.20934025660291,3.871201010907891,7.936302693201959,4.6443908991413725,8.42639282708974,6.825460036255307,1,3.710600039117197
MNL-CBO,MNL,CBO,2022,10,0.0,0.0,10000.0,3720.46,10000.0,2796,23,0.1691,0.165,0.5725,0.0388,1.9891,1.9501,0.1717,0.0101,4565,940,7348669,1878952,1351,6,0,15.81002990243421,14.446225264777816,7.20934025660291,1.9459101490553132,7.936302693201959,3.1780538303479458,8.42639282708974,6.846943139585379,1,3.8395157457145865
MNL-CEB,MNL,CEB,2022,10,25012.784,43.46,3535.08,3720.46,2867.88,2796,908,0.1691,0.0056,0.5725,0.5096,1.9891,1.891,0.1717,0.0813,4565,2606,7348669,7517450,1351,386,1,15.81002990243421,15.832737675699201,7.20934025660291,5.958424693029782,7.936302693201959,6.812345094177479,8.42639282708974,7.865955413933502,1,3.0680628164743253
MNL-CGY,MNL,CGY,2022,10,20678.0,56.43,4605.07,3720.46,3773.84,2796,328,0.1691,0.072,0.5725,0.0369,1.9891,1.9531,0.1717,0.0014,4565,1573,7348669,2941319,1351,135,1,15.81002990243421,14.894369018145523,7.20934025660291,4.912654885736052,7.936302693201959,5.796057750765372,8.42639282708974,7.3613754289773485,1,1.905704552509005
MNL-CRK,MNL,CRK,2022,10,0.0,0.0,0.0,3720.46,10000.0,2796,10,0.1691,0.0065,0.5725,0.1865,1.9891,1.2661,0.1717,0.1108,4565,3779,7348669,5691259,1351,243,0,15.81002990243421,15.554442222712828,7.20934025660291,5.497168225293202,7.936302693201959,2.3978952727983707,8.42639282708974,8.237479288613633,1,3.694456830553629
MNL-CRM,MNL,CRM,2022,10,0.0,0.0,10000.0,3720.46,10000.0,2796,13,0.1691,0.0586,0.5725,0.0541,1.9891,1.9967,0.1717,0.0006,4565,1528,7348669,1695713,1351,103,0,15.81002990243421,14.343614449038526,7.20934025660291,4.6443908991413725,7.936302693201959,2.6390573296152584,8.42639282708974,7.332369205929062,1,3.1908863952309403
MNL-CYP,MNL,CYP,2022,10,0.0,0.0,10000.0,3720.46,5382.53,2796,32,0.1691,0.0009,0.5725,0.3387,1.9891,1.9297,0.1717,0.0019,4565,1528,7348669,1695713,1351,103,0,15.81002990243421,14.343614449038526,7.20934025660291,4.6443908991413725,7.936302693201959,3.4965075614664802,8.42639282708974,7.332369205929062,1,2.3850441310530033
