Route,From,To,Year,Month,Passenger,OwnShFli,RouteHHI,AirHHI_From,AirHHI_To,AirFli_From,AirFli_To,Business_From,Business_To,Accommodation_From,Accommodation_To,Port_From,Port_To,EGrowth_From,EGrowth_To,OFW_From,OFW_To,Travelers_From,Travelers_To,Establishment_From,Establishment_To,Entry
MNL-LGP,MNL,LGP,2024,12,0,0,0,3818.65,0,6235,0,0.1691,2,0.5725,1.1444,1.9891,1.9183,0.1717,0.0098,4565,1909,7348669,4631579,1351,93,0
MNL-MBT,MNL,MBT,2024,12,0,0,0,3818.65,10000,6235,12,0.1691,0,0.5725,0.052,1.9891,1.9706,0.1717,0.0011,4565,1909,7348669,4631579,1351,93,0
MNL-MPH,MNL,MPH,2024,12,36509.904,48.27,3512.04,3818.65,4248.91,6235,777,0.1691,0.0902,0.5725,1.3168,1.9891,1.9746,0.1717,0.0014,4565,2618,7348669,5909568,1351,147,1
MNL-OZC,MNL,OZC,2024,12,7606.656,61.54,5266.34,3818.65,5128.13,6235,91,0.1691,0.0094,0.5725,0.069,1.9891,1.9415,0.1717,0.0078,4565,1573,7348669,2941319,1351,135,1
MNL-PAG,MNL,PAG,2024,12,9825.264,100,10000,3818.65,7596.9,6235,88,0.1691,0.1565,0.5725,0.0837,1.9891,1.9399,0.1717,0.0091,4565,1263,7348669,1953463,1351,64,1
MNL-PPS,MNL,PPS,2024,12,34015.248,50.62,3802.44,3818.65,4355.75,6235,604,0.1691,0.0354,0.5725,0.2292,1.9891,1.3649,0.1717,0.1602,4565,1095,7348669,2810208,1351,51,1
MNL-RXS,MNL,RXS,2024,12,9825.264,57.94,4399.27,3818.65,4342.16,6235,109,0.1691,0.0162,0.5725,0.1767,1.9891,1.9047,0.1717,0.0026,4565,2618,7348669,5909568,1351,147,1
MNL-SJI,MNL,SJI,2024,12,0,0,0,3818.65,0,6235,0,0.1691,0.225,0.5725,0.0171,1.9891,1.9857,0.1717,0.0183,4565,1095,7348669,2810208,1351,51,0
MNL-TAC,MNL,TAC,2024,12,24404.688,44.64,3736.86,3818.65,3621.73,6235,419,0.1691,0.0177,0.5725,0.1266,1.9891,1.7168,0.1717,0.1699,4565,1528,7348669,1695713,1351,103,1
MNL-TAG,MNL,TAG,2024,12,23886.672,50.32,3801.01,3818.65,4230.29,6235,367,0.1691,0.0022,0.5725,0.746,1.9891,1.9782,0.1717,0.0037,4565,2606,7348669,7517450,1351,386,1
MNL-TUG,MNL,TUG,2024,12,9191.376,67.44,5608.31,3818.65,5608.44,6235,86,0.1691,0.1667,0.5725,0.1568,1.9891,1.6703,0.1717,0.0064,4565,1216,7348669,1113791,1351,46,1
MNL-USU,MNL,USU,2024,12,1778.976,49.79,4847.36,3818.65,5425.68,6235,173,0.1691,0.0053,0.5725,0.0456,1.9891,1.9757,0.1717,0.0016,4565,1095,7348669,2810208,1351,51,1
MNL-VRC,MNL,VRC,2024,12,5071.104,100,10000,3818.65,10000,6235,32,0.1691,0.0996,0.5725,0.0298,1.9891,1.9966,0.1717,0.0009,4565,1909,7348669,4631579,1351,93,1
MNL-WNP,MNL,WNP,2024,12,3251.232,100,10000,3818.65,10000,6235,53,0.1691,1.1518,0.5725,0.0089,1.9891,1.909,0.1717,0.0013,4565,1909,7348669,4631579,1351,93,1
MNL-ZAM,MNL,ZAM,2024,12,0,0,10000,3818.65,6323.88,6235,103,0.1691,0.0394,0.5725,0.0863,1.9891,1.405,0.1717,0.2669,4565,1263,7348669,1953463,1351,64,0
MPH-CEB,MPH,CEB,2024,12,13270.752,66.12,4786.39,3490.42,3055.72,985,3143,0.0902,0.0056,1.3168,0.5096,1.9746,1.891,0.0014,0.0813,2618,2606,5909568,7517450,147,386,1
MPH-CRK,MPH,CRK,2024,12,14737.896,100,10000,3490.42,8217.71,985,362,0.0902,0.0065,1.3168,0.1865,1.9746,1.2661,0.0014,0.1108,2618,3779,5909568,5691259,147,243,1
MPH-DVO,MPH,DVO,2024,12,4754.16,100,10000,3490.42,5124.76,985,1181,0.0902,0.6037,1.3168,0.4554,1.9746,1.7601,0.0014,0.1592,2618,1837,5909568,4116016,147,205,1
MPH-ENI,MPH,ENI,2024,12,0,0,0,3490.42,0,985,0,0.0902,0.0141,1.3168,0.2391,1.9746,1.9942,0.0014,0.0021,2618,1095,5909568,2810208,147,51,0
MPH-ILO,MPH,ILO,2024,12,0,0,0,3490.42,4352.13,985,901,0.0902,2,1.3168,0.001,1.9746,1.9149,0.0014,0.0007,2618,2618,5909568,5909568,147,147,0
MPH-KLO,MPH,KLO,2024,12,0,0,0,3490.42,6209.35,985,122,0.0902,0.0773,1.3168,0.1044,1.9746,1.8404,0.0014,0.0029,2618,2618,5909568,5909568,147,147,0
MPH-MNL,MPH,MNL,2024,12,36131.616,35.49,3287.94,3490.42,3702.77,985,6807,0.0902,0.1691,1.3168,0.5725,1.9746,1.9891,0.0014,0.1717,2618,4565,5909568,7348669,147,1351,1
OZC-CEB,OZC,CEB,2024,12,1717.632,71.18,5547.92,4191.65,3055.72,117,3143,0.0094,0.0056,0.069,0.5096,1.9415,1.891,0.0078,0.0813,1573,2606,2941319,7517450,135,386,1
OZC-MNL,OZC,MNL,2024,12,7606.656,62.34,5304.55,4191.65,3702.77,117,6807,0.0094,0.1691,0.069,0.5725,1.9415,1.9891,0.0078,0.1717,1573,4565,2941319,7348669,135,1351,1
PAG-CEB,PAG,CEB,2024,12,1594.944,100,10000,7568.65,3055.72,87,3143,0.1565,0.0056,0.0837,0.5096,1.9399,1.891,0.0091,0.0813,1263,2606,1953463,7517450,64,386,1
PAG-MNL,PAG,MNL,2024,12,9666.792,100,10000,7568.65,3702.77,87,6807,0.1565,0.1691,0.0837,0.5725,1.9399,1.9891,0.0091,0.1717,1263,4565,1953463,7348669,64,1351,1
PPS-CEB,PPS,CEB,2024,12,9402.672,69.67,5773.82,4614.73,3055.72,562,3143,0.0354,0.0056,0.2292,0.5096,1.3649,1.891,0.1602,0.0813,1095,2606,2810208,7517450,51,386,1
PPS-CRK,PPS,CRK,2024,12,4912.632,100,10000,4614.73,8217.71,562,362,0.0354,0.0065,0.2292,0.1865,1.3649,1.2661,0.1602,0.1108,1095,3779,2810208,5691259,51,243,1
PPS-DVO,PPS,DVO,2024,12,4912.632,100,10000,4614.73,5124.76,562,1181,0.0354,0.6037,0.2292,0.4554,1.3649,1.7601,0.1602,0.1592,1095,1837,2810208,4116016,51,205,1
PPS-ENI,PPS,ENI,2024,12,0,0,0,4614.73,0,562,0,0.0354,0.0141,0.2292,0.2391,1.3649,1.9942,0.1602,0.0021,1095,1095,2810208,2810208,51,51,0
PPS-ILO,PPS,ILO,2024,12,4754.16,100,10000,4614.73,4352.13,562,901,0.0354,2,0.2292,0.001,1.3649,1.9149,0.1602,0.0007,1095,2618,2810208,5909568,51,147,1
PPS-MNL,PPS,MNL,2024,12,34015.248,50.05,3973.63,4614.73,3702.77,562,6807,0.0354,0.1691,0.2292,0.5725,1.3649,1.9891,0.1602,0.1717,1095,4565,2810208,7348669,51,1351,1
RXS-MNL,RXS,MNL,2024,12,9032.904,58.76,4475.34,4475.5,3702.77,97,6807,0.0162,0.1691,0.1767,0.5725,1.9047,1.9891,0.0026,0.1717,2618,4565,5909568,7348669,147,1351,1
SJI-CRK,SJI,CRK,2024,12,0,0,0,0,8217.71,0,362,0.225,0.0065,0.0171,0.1865,1.9857,1.2661,0.0183,0.1108,1095,3779,2810208,5691259,51,243,0
SJI-MNL,SJI,MNL,2024,12,0,0,0,0,3702.77,0,6807,0.225,0.1691,0.0171,0.5725,1.9857,1.9891,0.0183,0.1717,1095,4565,2810208,7348669,51,1351,0
SUG-BXU,SUG,BXU,2024,12,0,0,0,10000,4652.22,42,261,0.0282,0.018,0.0533,0.0452,1.8999,1.8643,0.0128,0.2916,920,920,1728856,1728856,47,47,0
SUG-CEB,SUG,CEB,2024,12,2576.448,100,10000,10000,3055.72,42,3143,0.0282,0.0056,0.0533,0.5096,1.8999,1.891,0.0128,0.0813,920,2606,1728856,7517450,47,386,1
SUG-TAG,SUG,TAG,2024,12,0,0,0,10000,4230.29,42,367,0.0282,0.0022,0.0533,0.746,1.8999,1.9782,0.0128,0.0037,920,2606,1728856,7517450,47,386,0
SWL-CEB,SWL,CEB,2024,12,1226.88,100,10000,10000,3055.72,20,3143,0,0.0056,0.0325,0.5096,1.9923,1.891,0.0009,0.0813,1095,2606,2810208,7517450,51,386,1
TAC-CEB,TAC,CEB,2024,12,3312.576,64.12,5398.75,3381.93,3055.72,530,3143,0.0177,0.0056,0.1266,0.5096,1.7168,1.891,0.1699,0.0813,1528,2606,1695713,7517450,103,386,1
TAC-DVO,TAC,DVO,2024,12,2060.136,100,10000,3381.93,5124.76,530,1181,0.0177,0.6037,0.1266,0.4554,1.7168,1.7601,0.1699,0.1592,1528,1837,1695713,4116016,103,205,1
TAC-ILO,TAC,ILO,2024,12,2852.496,100,10000,3381.93,4352.13,530,901,0.0177,2,0.1266,0.001,1.7168,1.9149,0.1699,0.0007,1528,2618,1695713,5909568,103,147,1
TAC-MNL,TAC,MNL,2024,12,29158.848,44.2,3626.79,3381.93,3702.77,530,6807,0.0177,0.1691,0.1266,0.5725,1.7168,1.9891,0.1699,0.1717,1528,4565,1695713,7348669,103,1351,1
TAG-CEB,TAG,CEB,2024,12,0,0,0,4194.55,3055.72,428,3143,0.0022,0.0056,0.746,0.5096,1.9782,1.891,0.0037,0.0813,2606,2606,7517450,7517450,386,386,0
TAG-CRK,TAG,CRK,2024,12,0,0,0,4194.55,8217.71,428,362,0.0022,0.0065,0.746,0.1865,1.9782,1.2661,0.0037,0.1108,2606,3779,7517450,5691259,386,243,0
TAG-DRP,TAG,DRP,2024,12,158.472,100,10000,4194.55,4458.95,428,251,0.0022,2,0.746,0.0165,1.9782,1.3268,0.0037,0.0008,2606,1909,7517450,4631579,386,93,1
TAG-DVO,TAG,DVO,2024,12,4912.632,74.52,6202.46,4194.55,5124.76,428,1181,0.0022,0.6037,0.746,0.4554,1.9782,1.7601,0.0037,0.1592,2606,1837,7517450,4116016,386,205,1
TAG-ENI,TAG,ENI,2024,12,0,0,0,4194.55,0,428,0,0.0022,0.0141,0.746,0.2391,1.9782,1.9942,0.0037,0.0021,2606,1095,7517450,2810208,386,51,0
TAG-ILO,TAG,ILO,2024,12,4912.632,100,10000,4194.55,4352.13,428,901,0.0022,2,0.746,0.001,1.9782,1.9149,0.0037,0.0007,2606,2618,7517450,5909568,386,147,1
TAG-MNL,TAG,MNL,2024,12,29923.944,51.59,3834.15,4194.55,3702.77,428,6807,0.0022,0.1691,0.746,0.5725,1.9782,1.9891,0.0037,0.1717,2606,4565,7517450,7348669,386,1351,1
TBH-MNL,TBH,MNL,2024,12,0,0,10000,10000,3702.77,3,6807,0,0.1691,0.0036,0.5725,1.9984,1.9891,0.0002,0.1717,1095,4565,2810208,7348669,51,1351,0
TBH-MPH,TBH,MPH,2024,12,0,0,10000,10000,4248.91,3,777,0,0.0902,0.0036,1.3168,1.9984,1.9746,0.0002,0.0014,1095,2618,2810208,5909568,51,147,0
TUG-MNL,TUG,MNL,2024,12,18065.808,80.28,6833.76,6833.96,3702.77,142,6807,0.1667,0.1691,0.1568,0.5725,1.6703,1.9891,0.0064,0.1717,1216,4565,1113791,7348669,46,1351,1
TWT-CBO,TWT,CBO,2024,12,0,0,10000,5479.08,10000,50,63,0.007,0.165,0,0.0388,1.9938,1.9501,0.0007,0.0101,940,940,1878952,1878952,6,6,0
TWT-ZAM,TWT,ZAM,2024,12,4595.688,70.73,5859.47,5479.08,6323.88,50,103,0.007,0.0394,0,0.0863,1.9938,1.405,0.0007,0.2669,940,1263,1878952,1953463,6,64,1
USU-CEB,USU,CEB,2024,12,4048.704,51.05,5002.2,5340.99,3055.72,303,3143,0.0053,0.0056,0.0456,0.5096,1.9757,1.891,0.0016,0.0813,1095,2606,2810208,7517450,51,386,1
USU-CRK,USU,CRK,2024,12,0,0,10000,5340.99,8217.71,303,362,0.0053,0.0065,0.0456,0.1865,1.9757,1.2661,0.0016,0.1108,1095,3779,2810208,5691259,51,243,0
USU-ENI,USU,ENI,2024,12,0,0,0,5340.99,0,303,0,0.0053,0.0141,0.0456,0.2391,1.9757,1.9942,0.0016,0.0021,1095,1095,2810208,2810208,51,51,0
USU-MNL,USU,MNL,2024,12,7422.624,80.52,6862.94,5340.99,3702.77,303,6807,0.0053,0.1691,0.0456,0.5725,1.9757,1.9891,0.0016,0.1717,1095,4565,2810208,7348669,51,1351,1
VRC-MNL,VRC,MNL,2024,12,0,0,0,0,3702.77,0,6807,0.0996,0.1691,0.0298,0.5725,1.9966,1.9891,0.0009,0.1717,1909,4565,4631579,7348669,93,1351,0
WNP-MNL,WNP,MNL,2024,12,3189.888,100,10000,10000,3702.77,52,6807,1.1518,0.1691,0.0089,0.5725,1.909,1.9891,0.0013,0.1717,1909,4565,4631579,7348669,93,1351,1
ZAM-CEB,ZAM,CEB,2024,12,9032.904,84.32,7355.72,6942.02,3055.72,395,3143,0.0394,0.0056,0.0863,0.5096,1.405,1.891,0.2669,0.0813,1263,2606,1953463,7517450,64,386,1
ZAM-DVO,ZAM,DVO,2024,12,4754.16,100,10000,6942.02,5124.76,395,1181,0.0394,0.6037,0.0863,0.4554,1.405,1.7601,0.2669,0.1592,1263,1837,1953463,4116016,64,205,1
ZAM-GES,ZAM,GES,2024,12,0,0,0,6942.02,5578.68,395,299,0.0394,0.0677,0.0863,0.0731,1.405,1.8292,0.2669,0.1054,1263,1625,1953463,1705910,64,82,0
ZAM-ILO,ZAM,ILO,2024,12,2852.496,100,10000,6942.02,4352.13,395,901,0.0394,2,0.0863,0.001,1.405,1.9149,0.2669,0.0007,1263,2618,1953463,5909568,64,147,1
ZAM-MNL,ZAM,MNL,2024,12,25418.568,75.52,6302.54,6942.02,3702.77,395,6807,0.0394,0.1691,0.0863,0.5725,1.405,1.9891,0.2669,0.1717,1263,4565,1953463,7348669,64,1351,1
ZAM-TWT,ZAM,TWT,2024,12,8874.432,82.35,7093.04,6942.02,6677.01,395,76,0.0394,0.007,0.0863,0,1.405,1.9938,0.2669,0.0007,1263,940,1953463,1878952,64,6,1
BCD-CEB,BCD,CEB,2025,1,7048.02,68.93,3650.28,3282.1,3150.85,665,3074,0.0525,0.0056,0.1407,0.5096,1.7466,1.891,0.1829,0.0813,2618,2606,5909568,7517450,147,386,1
BCD-DVO,BCD,DVO,2025,1,4665.81,100,10000,3282.1,5304.68,665,1133,0.0525,0.6037,0.1407,0.4554,1.7466,1.7601,0.1829,0.1592,2618,1837,5909568,4116016,147,205,1
BCD-MNL,BCD,MNL,2025,1,36160.46,42.63,3486.85,3282.1,3717.97,665,6775,0.0525,0.1691,0.1407,0.5725,1.7466,1.9891,0.1829,0.1717,2618,4565,5909568,7348669,147,1351,1
BPA-CEB,BPA,CEB,2025,1,0,0,10000,10000,3150.85,13,3074,0,0.0056,0.0491,0.5096,1.9298,1.891,0.0072,0.0813,1528,2606,1695713,7517450,103,386,0
BSO-CRK,BSO,CRK,2025,1,0,0,10000,10000,8624.9,15,340,0.0348,0.0065,0.2377,0.1865,1.996,1.2661,0.0006,0.1108,1216,3779,1113791,5691259,46,243,0
BSO-MNL,BSO,MNL,2025,1,0,0,0,10000,3717.97,15,6775,0.0348,0.1691,0.2377,0.5725,1.996,1.9891,0.0006,0.1717,1216,4565,1113791,7348669,46,1351,0
BXU-CEB,BXU,CEB,2025,1,3487.68,65.67,5491.1,4645.22,3150.85,266,3074,0.018,0.0056,0.0452,0.5096,1.8643,1.891,0.2916,0.0813,920,2606,1728856,7517450,47,386,1
BXU-MNL,BXU,MNL,2025,1,21739.18,71.07,5887.89,4645.22,3717.97,266,6775,0.018,0.1691,0.0452,0.5725,1.8643,1.9891,0.2916,0.1717,920,4565,1728856,7348669,47,1351,1
CBO-CEB,CBO,CEB,2025,1,0,0,10000,10000,3150.85,53,3074,0.165,0.0056,0.0388,0.5096,1.9501,1.891,0.0101,0.0813,940,2606,1878952,7517450,6,386,0
CBO-MNL,CBO,MNL,2025,1,0,0,10000,10000,3717.97,53,6775,0.165,0.1691,0.0388,0.5725,1.9501,1.9891,0.0101,0.1717,940,4565,1878952,7348669,6,1351,0
CBO-TAG,CBO,TAG,2025,1,0,0,0,10000,4175.84,53,368,0.165,0.0022,0.0388,0.746,1.9501,1.9782,0.0101,0.0037,940,2606,1878952,7517450,6,386,0
CBO-TWT,CBO,TWT,2025,1,0,0,10000,10000,6335.51,53,69,0.165,0.007,0.0388,0,1.9501,1.9938,0.0101,0.0007,940,940,1878952,1878952,6,6,0
CEB-BAG,CEB,BAG,2025,1,0,0,0,3239.03,0,2827,0,0.0056,0.2033,0.5096,0.5139,1.891,1.4349,0.0813,0.1274,2606,627,7517450,1983511,386,38,0
CEB-BCD,CEB,BCD,2025,1,7048.02,68.54,3644.63,3239.03,3209.42,2827,632,0.0056,0.0525,0.5096,0.1407,1.891,1.7466,0.0813,0.1829,2606,2618,7517450,5909568,386,147,1
CEB-BPA,CEB,BPA,2025,1,0,0,10000,3239.03,10000,2827,14,0.0056,0,0.5096,0.0491,1.891,1.9298,0.0813,0.0072,2606,1528,7517450,1695713,386,103,0
CEB-BXU,CEB,BXU,2025,1,2153.85,54.16,4629.64,3239.03,4916.71,2827,252,0.0056,0.018,0.5096,0.0452,1.891,1.8643,0.0813,0.2916,2606,920,7517450,1728856,386,47,1
CEB-CBO,CEB,CBO,2025,1,0,0,10000,3239.03,10000,2827,66,0.0056,0.165,0.5096,0.0388,1.891,1.9501,0.0813,0.0101,2606,940,7517450,1878952,386,6,0
CEB-CGM,CEB,CGM,2025,1,3425.4,100,10000,3239.03,10000,2827,55,0.0056,0.0017,0.5096,0.0699,1.891,1.9936,0.0813,0.0058,2606,1573,7517450,2941319,386,135,1
CEB-CGY,CEB,CGY,2025,1,10175.86,66.76,3392.53,3239.03,3539.37,2827,626,0.0056,0.072,0.5096,0.0369,1.891,1.9531,0.0813,0.0014,2606,1573,7517450,2941319,386,135,1
CEB-CRK,CEB,CRK,2025,1,12886.77,100,10000,3239.03,8624.9,2827,340,0.0056,0.0065,0.5096,0.1865,1.891,1.2661,0.0813,0.1108,2606,3779,7517450,5691259,386,243,1
CEB-CRM,CEB,CRM,2025,1,0,0,0,3239.03,10000,2827,16,0.0056,0.0586,0.5096,0.0541,1.891,1.9967,0.0813,0.0006,2606,1528,7517450,1695713,386,103,0
CEB-CYP,CEB,CYP,2025,1,1743.84,100,10000,3239.03,5897.73,2827,40,0.0056,0.0009,0.5096,0.3387,1.891,1.9297,0.0813,0.0019,2606,1528,7517450,1695713,386,103,1
CEB-DGT,CEB,DGT,2025,1,2838.93,100,8930.3,3239.03,4740.49,2827,224,0.0056,0,0.5096,0.1754,1.891,1.9427,0.0813,0.0084,2606,2606,7517450,7517450,386,386,1
CEB-DPL,CEB,DPL,2025,1,1681.56,100,10000,3239.03,4141.4,2827,103,0.0056,0.0248,0.5096,0.2653,1.891,1.9409,0.0813,0.0123,2606,1263,7517450,1953463,386,64,1
CEB-DRP,CEB,DRP,2025,1,2553.48,100,10000,3239.03,4574.31,2827,255,0.0056,2,0.5096,0.0165,1.891,1.3268,0.0813,0.0008,2606,1909,7517450,4631579,386,93,1
CEB-DVO,CEB,DVO,2025,1,21720.15,74.03,6154.88,3239.03,5304.68,2827,1133,0.0056,0.6037,0.5096,0.4554,1.891,1.7601,0.0813,0.1592,2606,1837,7517450,4116016,386,205,1
CEB-ENI,CEB,ENI,2025,1,0,0,0,3239.03,0,2827,0,0.0056,0.0141,0.5096,0.2391,1.891,1.9942,0.0813,0.0021,2606,1095,7517450,2810208,386,51,0
CEB-GES,CEB,GES,2025,1,9990.75,87.17,7763.22,3239.03,5685.99,2827,283,0.0056,0.0677,0.5096,0.0731,1.891,1.8292,0.0813,0.1054,2606,1625,7517450,1705910,386,82,1
CEB-IAO,CEB,IAO,2025,1,5916.6,57.62,5069.29,3239.03,4707.02,2827,319,0.0056,0.0426,0.5096,0,1.891,1.977,0.0813,0.0025,2606,920,7517450,1728856,386,47,1
CEB-ILO,CEB,ILO,2025,1,8227.88,70.69,4418.84,3239.03,4460.23,2827,900,0.0056,2,0.5096,0.001,1.891,1.9149,0.0813,0.0007,2606,2618,7517450,5909568,386,147,1
CEB-MBT,CEB,MBT,2025,1,747.36,100,10000,3239.03,10000,2827,12,0.0056,0,0.5096,0.052,1.891,1.9706,0.0813,0.0011,2606,1909,7517450,4631579,386,93,1
CEB-MNL,CEB,MNL,2025,1,69459.5,40.13,3437.95,3239.03,3717.97,2827,6775,0.0056,0.1691,0.5096,0.5725,1.891,1.9891,0.0813,0.1717,2606,4565,7517450,7348669,386,1351,1
CEB-MPH,CEB,MPH,2025,1,10457.85,70.36,5829.06,3239.03,4153.81,2827,738,0.0056,0.0902,0.5096,1.3168,1.891,1.9746,0.0813,0.0014,2606,2618,7517450,5909568,386,147,1
CEB-OZC,CEB,OZC,2025,1,1307.88,60.14,5205.64,3239.03,4315.93,2827,113,0.0056,0.0094,0.5096,0.069,1.891,1.9415,0.0813,0.0078,2606,1573,7517450,2941319,386,135,1
CEB-PAG,CEB,PAG,2025,1,2553.48,100,10000,3239.03,6723.29,2827,102,0.0056,0.1565,0.5096,0.0837,1.891,1.9399,0.0813,0.0091,2606,1263,7517450,1953463,386,64,1
CEB-PPS,CEB,PPS,2025,1,11193.1,77.63,6526.83,3239.03,4456.36,2827,602,0.0056,0.0354,0.5096,0.2292,1.891,1.3649,0.0813,0.1602,2606,1095,7517450,2810208,386,51,1
CEB-SJI,CEB,SJI,2025,1,0,0,0,3239.03,0,2827,0,0.0056,0.225,0.5096,0.0171,1.891,1.9857,0.0813,0.0183,2606,1095,7517450,2810208,386,51,0
CEB-SUG,CEB,SUG,2025,1,2553.48,100,10000,3239.03,10000,2827,41,0.0056,0.0282,0.5096,0.0533,1.891,1.8999,0.0813,0.0128,2606,920,7517450,1728856,386,47,1
CEB-TAC,CEB,TAC,2025,1,1780.17,50.22,4585.32,3239.03,3582.66,2827,419,0.0056,0.0177,0.5096,0.1266,1.891,1.7168,0.0813,0.1699,2606,1528,7517450,1695713,386,103,1
CEB-TAG,CEB,TAG,2025,1,0,0,0,3239.03,4175.84,2827,368,0.0056,0.0022,0.5096,0.746,1.891,1.9782,0.0813,0.0037,2606,2606,7517450,7517450,386,386,0
CEB-USU,CEB,USU,2025,1,1930.68,31.02,5720.48,3239.03,5244.62,2827,186,0.0056,0.0053,0.5096,0.0456,1.891,1.9757,0.0813,0.0016,2606,1095,7517450,2810208,386,51,1
CEB-ZAM,CEB,ZAM,2025,1,4826.7,100,10000,3239.03,6433.02,2827,99,0.0056,0.0394,0.5096,0.0863,1.891,1.405,0.0813,0.2669,2606,1263,7517450,1953463,386,64,1
CGM-CEB,CGM,CEB,2025,1,3363.12,100,10000,10000,3150.85,54,3074,0.0017,0.0056,0.0699,0.5096,1.9936,1.891,0.0058,0.0813,1573,2606,2941319,7517450,135,386,1
CGY-CEB,CGY,CEB,2025,1,10113.58,66.62,3388.46,3602.28,3150.85,657,3074,0.072,0.0056,0.0369,0.5096,1.9531,1.891,0.0014,0.0813,1573,2606,2941319,7517450,135,386,1
CGY-DVO,CGY,DVO,2025,1,1058.76,100,10000,3602.28,5304.68,657,1133,0.072,0.6037,0.0369,0.4554,1.9531,1.7601,0.0014,0.1592,1573,1837,2941319,4116016,135,205,1
CGY-ILO,CGY,ILO,2025,1,4826.7,100,10000,3602.28,4460.23,657,900,0.072,2,0.0369,0.001,1.9531,1.9149,0.0014,0.0007,1573,2618,2941319,5909568,135,147,1
CGY-MNL,CGY,MNL,2025,1,32492.86,45.57,3982.8,3602.28,3717.97,657,6775,0.072,0.1691,0.0369,0.5725,1.9531,1.9891,0.0014,0.1717,1573,4565,2941319,7348669,135,1351,1
CGY-TAC,CGY,TAC,2025,1,0,0,0,3602.28,3582.66,657,419,0.072,0.0177,0.0369,0.1266,1.9531,1.7168,0.0014,0.1699,1573,1528,2941319,1695713,135,103,0
CRK-BSO,CRK,BSO,2025,1,0,0,10000,7967.72,10000,292,46,0.0065,0.0348,0.1865,0.2377,1.2661,1.996,0.1108,0.0006,3779,1216,5691259,1113791,243,46,0
CRK-CEB,CRK,CEB,2025,1,16540.53,98.64,9731.7,7967.72,3150.85,292,3074,0.0065,0.0056,0.1865,0.5096,1.2661,1.891,0.1108,0.0813,3779,2606,5691259,7517450,243,386,1
CRK-DVO,CRK,DVO,2025,1,4826.7,100,10000,7967.72,5304.68,292,1133,0.0065,0.6037,0.1865,0.4554,1.2661,1.7601,0.1108,0.1592,3779,1837,5691259,4116016,243,205,1
CRK-ENI,CRK,ENI,2025,1,0,0,0,7967.72,0,292,0,0.0065,0.0141,0.1865,0.2391,1.2661,1.9942,0.1108,0.0021,3779,1095,5691259,2810208,243,51,0
CRK-IAO,CRK,IAO,2025,1,0,0,5003.12,7967.72,4707.02,292,319,0.0065,0.0426,0.1865,0,1.2661,1.977,0.1108,0.0025,3779,920,5691259,1728856,243,47,0
CRK-ILO,CRK,ILO,2025,1,0,0,0,7967.72,4460.23,292,900,0.0065,2,0.1865,0.001,1.2661,1.9149,0.1108,0.0007,3779,2618,5691259,5909568,243,147,0
CRK-KLO,CRK,KLO,2025,1,0,0,0,7967.72,6250,292,124,0.0065,0.0773,0.1865,0.1044,1.2661,1.8404,0.1108,0.0029,3779,2618,5691259,5909568,243,147,0
CRK-MBT,CRK,MBT,2025,1,0,0,0,7967.72,10000,292,12,0.0065,0,0.1865,0.052,1.2661,1.9706,0.1108,0.0011,3779,1909,5691259,4631579,243,93,0
CRK-MNL,CRK,MNL,2025,1,0,0,0,7967.72,3717.97,292,6775,0.0065,0.1691,0.1865,0.5725,1.2661,1.9891,0.1108,0.1717,3779,4565,5691259,7348669,243,1351,0
CRK-MPH,CRK,MPH,2025,1,9170.73,100,10000,7967.72,4153.81,292,738,0.0065,0.0902,0.1865,1.3168,1.2661,1.9746,0.1108,0.0014,3779,2618,5691259,5909568,243,147,1
CRK-PPS,CRK,PPS,2025,1,4987.59,100,10000,7967.72,4456.36,292,602,0.0065,0.0354,0.1865,0.2292,1.2661,1.3649,0.1108,0.1602,3779,1095,5691259,2810208,243,51,1
CRK-SJI,CRK,SJI,2025,1,0,0,0,7967.72,0,292,0,0.0065,0.225,0.1865,0.0171,1.2661,1.9857,0.1108,0.0183,3779,1095,5691259,2810208,243,51,0
CRK-TAG,CRK,TAG,2025,1,0,0,0,7967.72,4175.84,292,368,0.0065,0.0022,0.1865,0.746,1.2661,1.9782,0.1108,0.0037,3779,2606,5691259,7517450,243,386,0
CRK-TBH,CRK,TBH,2025,1,0,0,0,7967.72,0,292,0,0.0065,0,0.1865,0.0036,1.2661,1.9984,0.1108,0.0002,3779,1095,5691259,2810208,243,51,0
CRK-USU,CRK,USU,2025,1,0,0,10000,7967.72,5244.62,292,186,0.0065,0.0053,0.1865,0.0456,1.2661,1.9757,0.1108,0.0016,3779,1095,5691259,2810208,243,51,0
CRM-CEB,CRM,CEB,2025,1,0,0,0,10000,3150.85,11,3074,0.0586,0.0056,0.0541,0.5096,1.9967,1.891,0.0006,0.0813,1528,2606,1695713,7517450,103,386,0
CRM-MNL,CRM,MNL,2025,1,0,0,10000,10000,3717.97,11,6775,0.0586,0.1691,0.0541,0.5725,1.9967,1.9891,0.0006,0.1717,1528,4565,1695713,7348669,103,1351,0
CYP-CEB,CYP,CEB,2025,1,1806.12,100,10000,5455.25,3150.85,42,3074,0.0009,0.0056,0.3387,0.5096,1.9297,1.891,0.0019,0.0813,1528,2606,1695713,7517450,103,386,1
