Route,From,To,Year,Month,Passenger,OwnShFli,RouteHHI,AirHHI_From,AirHHI_To,AirFli_From,AirFli_To,Business_From,Business_To,Accommodation_From,Accommodation_To,Port_From,Port_To,EGrowth_From,EGrowth_To,OFW_From,OFW_To,Travelers_From,Travelers_To,Establishment_From,Establishment_To,Entry
CYP-MNL,CYP,MNL,2025,1,0,0,10000,5455.25,3717.97,42,6775,0.0009,0.1691,0.3387,0.5725,1.9297,1.9891,0.0019,0.1717,1528,4565,1695713,7348669,103,1351,0
CYP-TAC,CYP,TAC,2025,1,0,0,10000,5455.25,3582.66,42,419,0.0009,0.0177,0.3387,0.1266,1.9297,1.7168,0.0019,0.1699,1528,1528,1695713,1695713,103,103,0
CYZ-MNL,CYZ,MNL,2025,1,7883.61,89.93,8188.81,8189.59,3717.97,64,6775,0.1052,0.1691,0.0793,0.5725,1.6779,1.9891,0.0065,0.1717,1216,4565,1113791,7348669,46,1351,1
DGT-CEB,DGT,CEB,2025,1,2678.04,100,10000,4304.61,3150.85,194,3074,0,0.0056,0.1754,0.5096,1.9427,1.891,0.0084,0.0813,2606,2606,7517450,7517450,386,386,1
DGT-ILO,DGT,ILO,2025,1,0,0,0,4304.61,4460.23,194,900,0,2,0.1754,0.001,1.9427,1.9149,0.0084,0.0007,2606,2618,7517450,5909568,386,147,0
DGT-MNL,DGT,MNL,2025,1,14480.1,59.6,5184.32,4304.61,3717.97,194,6775,0,0.1691,0.1754,0.5725,1.9427,1.9891,0.0084,0.1717,2606,4565,7517450,7348669,386,1351,1
DPL-CEB,DPL,CEB,2025,1,2242.08,100,10000,3973.65,3150.85,109,3074,0.0248,0.0056,0.2653,0.5096,1.9409,1.891,0.0123,0.0813,1263,2606,1953463,7517450,64,386,1
DPL-MNL,DPL,MNL,2025,1,7240.05,61.64,5270.98,3973.65,3717.97,109,6775,0.0248,0.1691,0.2653,0.5725,1.9409,1.9891,0.0123,0.1717,1263,4565,1953463,7348669,64,1351,1
DRP-CEB,DRP,CEB,2025,1,2428.92,100,10000,4767.67,3150.85,230,3074,2,0.0056,0.0165,0.5096,1.3268,1.891,0.0008,0.0813,1909,2606,4631579,7517450,93,386,1
DRP-ILO,DRP,ILO,2025,1,2091.57,100,10000,4767.67,4460.23,230,900,2,2,0.0165,0.001,1.3268,1.9149,0.0008,0.0007,1909,2618,4631579,5909568,93,147,1
DRP-MNL,DRP,MNL,2025,1,17893.39,63.22,5349.54,4767.67,3717.97,230,6775,2,0.1691,0.0165,0.5725,1.3268,1.9891,0.0008,0.1717,1909,4565,4631579,7348669,93,1351,1
DVO-BCD,DVO,BCD,2025,1,4826.7,100,10000,5174.48,3209.42,1118,632,0.6037,0.0525,0.4554,0.1407,1.7601,1.7466,0.1592,0.1829,1837,2618,4116016,5909568,205,147,1
DVO-CBO,DVO,CBO,2025,1,0,0,0,5174.48,10000,1118,66,0.6037,0.165,0.4554,0.0388,1.7601,1.9501,0.1592,0.0101,1837,940,4116016,1878952,205,6,0
DVO-CEB,DVO,CEB,2025,1,21919.1,74.05,6156.8,5174.48,3150.85,1118,3074,0.6037,0.0056,0.4554,0.5096,1.7601,1.891,0.1592,0.0813,1837,2606,4116016,7517450,205,386,1
DVO-CGY,DVO,CGY,2025,1,996.48,100,10000,5174.48,3539.37,1118,626,0.6037,0.072,0.4554,0.0369,1.7601,1.9531,0.1592,0.0014,1837,1573,4116016,2941319,205,135,1
DVO-CRK,DVO,CRK,2025,1,4665.81,100,10000,5174.48,8624.9,1118,340,0.6037,0.0065,0.4554,0.1865,1.7601,1.2661,0.1592,0.1108,1837,3779,4116016,5691259,205,243,1
DVO-DGT,DVO,DGT,2025,1,0,0,0,5174.48,4740.49,1118,224,0.6037,0,0.4554,0.1754,1.7601,1.9427,0.1592,0.0084,1837,2606,4116016,7517450,205,386,0
DVO-IAO,DVO,IAO,2025,1,1930.68,100,10000,5174.48,4707.02,1118,319,0.6037,0.0426,0.4554,0,1.7601,1.977,0.1592,0.0025,1837,920,4116016,1728856,205,47,1
DVO-ILO,DVO,ILO,2025,1,4987.59,100,10000,5174.48,4460.23,1118,900,0.6037,2,0.4554,0.001,1.7601,1.9149,0.1592,0.0007,1837,2618,4116016,5909568,205,147,1
DVO-MNL,DVO,MNL,2025,1,67148.22,52.6,5013.52,5174.48,3717.97,1118,6775,0.6037,0.1691,0.4554,0.5725,1.7601,1.9891,0.1592,0.1717,1837,4565,4116016,7348669,205,1351,1
DVO-MPH,DVO,MPH,2025,1,4826.7,100,10000,5174.48,4153.81,1118,738,0.6037,0.0902,0.4554,1.3168,1.7601,1.9746,0.1592,0.0014,1837,2618,4116016,5909568,205,147,1
DVO-PPS,DVO,PPS,2025,1,5063.71,100,10000,5174.48,4456.36,1118,602,0.6037,0.0354,0.4554,0.2292,1.7601,1.3649,0.1592,0.1602,1837,1095,4116016,2810208,205,51,1
DVO-TAG,DVO,TAG,2025,1,4987.59,75.85,6336.44,5174.48,4175.84,1118,368,0.6037,0.0022,0.4554,0.746,1.7601,1.9782,0.1592,0.0037,1837,2606,4116016,7517450,205,386,1
DVO-ZAM,DVO,ZAM,2025,1,0,0,0,5174.48,6433.02,1118,99,0.6037,0.0394,0.4554,0.0863,1.7601,1.405,0.1592,0.2669,1837,1263,4116016,1953463,205,64,0
ENI-CEB,ENI,CEB,2025,1,0,0,0,0,3150.85,0,3074,0.0141,0.0056,0.2391,0.5096,1.9942,1.891,0.0021,0.0813,1095,2606,2810208,7517450,51,386,0
ENI-CRK,ENI,CRK,2025,1,0,0,0,0,8624.9,0,340,0.0141,0.0065,0.2391,0.1865,1.9942,1.2661,0.0021,0.1108,1095,3779,2810208,5691259,51,243,0
ENI-MNL,ENI,MNL,2025,1,0,0,0,0,3717.97,0,6775,0.0141,0.1691,0.2391,0.5725,1.9942,1.9891,0.0021,0.1717,1095,4565,2810208,7348669,51,1351,0
ENI-MPH,ENI,MPH,2025,1,0,0,0,0,4153.81,0,738,0.0141,0.0902,0.2391,1.3168,1.9942,1.9746,0.0021,0.0014,1095,2618,2810208,5909568,51,147,0
ENI-TAG,ENI,TAG,2025,1,0,0,0,0,4175.84,0,368,0.0141,0.0022,0.2391,0.746,1.9942,1.9782,0.0021,0.0037,1095,2606,2810208,7517450,51,386,0
ENI-USU,ENI,USU,2025,1,0,0,0,0,5244.62,0,186,0.0141,0.0053,0.2391,0.0456,1.9942,1.9757,0.0021,0.0016,1095,1095,2810208,2810208,51,51,0
EUQ-MNL,EUQ,MNL,2025,1,0,0,10000,10000,3717.97,12,6775,0.0176,0.1691,0.2494,0.5725,1.9871,1.9891,0.0009,0.1717,2618,4565,5909568,7348669,147,1351,0
GES-CEB,GES,CEB,2025,1,9990.75,87.17,7763.22,5706.31,3150.85,283,3074,0.0677,0.0056,0.0731,0.5096,1.8292,1.891,0.1054,0.0813,1625,2606,1705910,7517450,82,386,1
GES-ILO,GES,ILO,2025,1,4826.7,100,10000,5706.31,4460.23,283,900,0.0677,2,0.0731,0.001,1.8292,1.9149,0.1054,0.0007,1625,2618,1705910,5909568,82,147,1
GES-MNL,GES,MNL,2025,1,25827.17,60.35,5214.24,5706.31,3717.97,283,6775,0.0677,0.1691,0.0731,0.5725,1.8292,1.9891,0.1054,0.1717,1625,4565,1705910,7348669,82,1351,1
IAO-CEB,IAO,CEB,2025,1,7286.76,63.91,5351.39,4827.05,3150.85,295,3074,0.0426,0.0056,0,0.5096,1.977,1.891,0.0025,0.0813,920,2606,1728856,7517450,47,386,1
IAO-CRK,IAO,CRK,2025,1,0,0,6041.5,4827.05,8624.9,295,340,0.0426,0.0065,0,0.1865,1.977,1.2661,0.0025,0.1108,920,3779,1728856,5691259,47,243,0
IAO-DVO,IAO,DVO,2025,1,1930.68,100,10000,4827.05,5304.68,295,1133,0.0426,0.6037,0,0.4554,1.977,1.7601,0.0025,0.1592,920,1837,1728856,4116016,47,205,1
IAO-MNL,IAO,MNL,2025,1,0,0,10000,4827.05,3717.97,295,6775,0.0426,0.1691,0,0.5725,1.977,1.9891,0.0025,0.1717,920,4565,1728856,7348669,47,1351,0
ILO-BCD,ILO,BCD,2025,1,0,0,0,4440.67,3209.42,844,632,2,0.0525,0.001,0.1407,1.9149,1.7466,0.0007,0.1829,2618,2618,5909568,5909568,147,147,0
ILO-CEB,ILO,CEB,2025,1,8265.94,70.44,4414.2,4440.67,3150.85,844,3074,2,0.0056,0.001,0.5096,1.9149,1.891,0.0007,0.0813,2618,2606,5909568,7517450,147,386,1
ILO-CGY,ILO,CGY,2025,1,4665.81,100,10000,4440.67,3539.37,844,626,2,0.072,0.001,0.0369,1.9149,1.9531,0.0007,0.0014,2618,1573,5909568,2941319,147,135,1
ILO-CRK,ILO,CRK,2025,1,4382.09,100,10000,4440.67,8624.9,844,340,2,0.0065,0.001,0.1865,1.9149,1.2661,0.0007,0.1108,2618,3779,5909568,5691259,147,243,1
ILO-DGT,ILO,DGT,2025,1,0,0,0,4440.67,4740.49,844,224,2,0,0.001,0.1754,1.9149,1.9427,0.0007,0.0084,2618,2606,5909568,7517450,147,386,0
ILO-DRP,ILO,DRP,2025,1,2252.46,100,10000,4440.67,4574.31,844,255,2,2,0.001,0.0165,1.9149,1.3268,0.0007,0.0008,2618,1909,5909568,4631579,147,93,1
ILO-DVO,ILO,DVO,2025,1,4987.59,100,10000,4440.67,5304.68,844,1133,2,0.6037,0.001,0.4554,1.9149,1.7601,0.0007,0.1592,2618,1837,5909568,4116016,147,205,1
ILO-GES,ILO,GES,2025,1,4504.92,100,10000,4440.67,5685.99,844,283,2,0.0677,0.001,0.0731,1.9149,1.8292,0.0007,0.1054,2618,1625,5909568,1705910,147,82,1
ILO-KLO,ILO,KLO,2025,1,0,0,0,4440.67,6250,844,124,2,0.0773,0.001,0.1044,1.9149,1.8404,0.0007,0.0029,2618,2618,5909568,5909568,147,147,0
ILO-MNL,ILO,MNL,2025,1,40315.92,45.64,3586.72,4440.67,3717.97,844,6775,2,0.1691,0.001,0.5725,1.9149,1.9891,0.0007,0.1717,2618,4565,5909568,7348669,147,1351,1
ILO-MPH,ILO,MPH,2025,1,0,0,0,4440.67,4153.81,844,738,2,0.0902,0.001,1.3168,1.9149,1.9746,0.0007,0.0014,2618,2618,5909568,5909568,147,147,0
ILO-PPS,ILO,PPS,2025,1,4542.98,100,10000,4440.67,4456.36,844,602,2,0.0354,0.001,0.2292,1.9149,1.3649,0.0007,0.1602,2618,1095,5909568,2810208,147,51,1
ILO-TAC,ILO,TAC,2025,1,2574.24,100,10000,4440.67,3582.66,844,419,2,0.0177,0.001,0.1266,1.9149,1.7168,0.0007,0.1699,2618,1528,5909568,1695713,147,103,1
ILO-TAG,ILO,TAG,2025,1,4826.7,100,10000,4440.67,4175.84,844,368,2,0.0022,0.001,0.746,1.9149,1.9782,0.0007,0.0037,2618,2606,5909568,7517450,147,386,1
ILO-ZAM,ILO,ZAM,2025,1,2735.13,100,10000,4440.67,6433.02,844,99,2,0.0394,0.001,0.0863,1.9149,1.405,0.0007,0.2669,2618,1263,5909568,1953463,147,64,1
KLO-MNL,KLO,MNL,2025,1,4987.59,25,6250,6250,3717.97,124,6775,0.0773,0.1691,0.1044,0.5725,1.8404,1.9891,0.0029,0.1717,2618,4565,5909568,7348669,147,1351,1
KLO-MPH,KLO,MPH,2025,1,0,0,0,6250,4153.81,124,738,0.0773,0.0902,0.1044,1.3168,1.8404,1.9746,0.0029,0.0014,2618,2618,5909568,5909568,147,147,0
LAO-MNL,LAO,MNL,2025,1,4826.7,37.28,5323.6,5323.62,3717.97,80,6775,0.1189,0.1691,0.4868,0.5725,1.9367,1.9891,0.0129,0.1717,1736,4565,1857396,7348669,58,1351,1
LGP-MNL,LGP,MNL,2025,1,0,0,0,0,3717.97,0,6775,2,0.1691,1.1444,0.5725,1.9183,1.9891,0.0098,0.1717,1909,4565,4631579,7348669,93,1351,0
MBT-CEB,MBT,CEB,2025,1,685.08,100,10000,10000,3150.85,11,3074,0,0.0056,0.052,0.5096,1.9706,1.891,0.0011,0.0813,1909,2606,4631579,7517450,93,386,1
MBT-CRK,MBT,CRK,2025,1,0,0,0,10000,8624.9,11,340,0,0.0065,0.052,0.1865,1.9706,1.2661,0.0011,0.1108,1909,3779,4631579,5691259,93,243,0
MBT-MNL,MBT,MNL,2025,1,0,0,0,10000,3717.97,11,6775,0,0.1691,0.052,0.5725,1.9706,1.9891,0.0011,0.1717,1909,4565,4631579,7348669,93,1351,0
MNL-BAG,MNL,BAG,2025,1,0,0,0,3836.87,0,6330,0,0.1691,0.2033,0.5725,0.5139,1.9891,1.4349,0.1717,0.1274,4565,627,7348669,1983511,1351,38,0
MNL-BCD,MNL,BCD,2025,1,30818.22,39.37,3430.78,3836.87,3209.42,6330,632,0.1691,0.0525,0.5725,0.1407,1.9891,1.7466,0.1717,0.1829,4565,2618,7348669,5909568,1351,147,1
MNL-BSO,MNL,BSO,2025,1,0,0,10000,3836.87,10000,6330,46,0.1691,0.0348,0.5725,0.2377,1.9891,1.996,0.1717,0.0006,4565,1216,7348669,1113791,1351,46,0
MNL-BXU,MNL,BXU,2025,1,22137.08,69.63,5770.67,3836.87,4916.71,6330,252,0.1691,0.018,0.5725,0.0452,1.9891,1.8643,0.1717,0.2916,4565,920,7348669,1728856,1351,47,1
MNL-CBO,MNL,CBO,2025,1,0,0,10000,3836.87,10000,6330,66,0.1691,0.165,0.5725,0.0388,1.9891,1.9501,0.1717,0.0101,4565,940,7348669,1878952,1351,6,0
MNL-CEB,MNL,CEB,2025,1,66326.47,39.12,3413.56,3836.87,3150.85,6330,3074,0.1691,0.0056,0.5725,0.5096,1.9891,1.891,0.1717,0.0813,4565,2606,7348669,7517450,1351,386,1
MNL-CGY,MNL,CGY,2025,1,32293.91,48.4,3909.28,3836.87,3539.37,6330,626,0.1691,0.072,0.5725,0.0369,1.9891,1.9531,0.1717,0.0014,4565,1573,7348669,2941319,1351,135,1
MNL-CRK,MNL,CRK,2025,1,0,0,0,3836.87,8624.9,6330,340,0.1691,0.0065,0.5725,0.1865,1.9891,1.2661,0.1717,0.1108,4565,3779,7348669,5691259,1351,243,0
MNL-CRM,MNL,CRM,2025,1,0,0,10000,3836.87,10000,6330,16,0.1691,0.0586,0.5725,0.0541,1.9891,1.9967,0.1717,0.0006,4565,1528,7348669,1695713,1351,103,0
MNL-CYP,MNL,CYP,2025,1,0,0,10000,3836.87,5897.73,6330,40,0.1691,0.0009,0.5725,0.3387,1.9891,1.9297,0.1717,0.0019,4565,1528,7348669,1695713,1351,103,0
MNL-CYZ,MNL,CYZ,2025,1,7883.61,89.34,8095.27,3836.87,8094.55,6330,65,0.1691,0.1052,0.5725,0.0793,1.9891,1.6779,0.1717,0.0065,4565,1216,7348669,1113791,1351,46,1
MNL-DGT,MNL,DGT,2025,1,19306.8,66.67,5555.78,3836.87,4740.49,6330,224,0.1691,0,0.5725,0.1754,1.9891,1.9427,0.1717,0.0084,4565,2606,7348669,7517450,1351,386,1
MNL-DPL,MNL,DPL,2025,1,7240.05,59.21,5169.65,3836.87,4141.4,6330,103,0.1691,0.0248,0.5725,0.2653,1.9891,1.9409,0.1717,0.0123,4565,1263,7348669,1953463,1351,64,1
MNL-DRP,MNL,DRP,2025,1,18253.23,57.73,5119.51,3836.87,4574.31,6330,255,0.1691,2,0.5725,0.0165,1.9891,1.3268,0.1717,0.0008,4565,1909,7348669,4631579,1351,93,1
MNL-DVO,MNL,DVO,2025,1,65433.79,53.54,5025.06,3836.87,5304.68,6330,1133,0.1691,0.6037,0.5725,0.4554,1.9891,1.7601,0.1717,0.1592,4565,1837,7348669,4116016,1351,205,1
MNL-ENI,MNL,ENI,2025,1,0,0,0,3836.87,0,6330,0,0.1691,0.0141,0.5725,0.2391,1.9891,1.9942,0.1717,0.0021,4565,1095,7348669,2810208,1351,51,0
MNL-EUQ,MNL,EUQ,2025,1,0,0,10000,3836.87,10000,6330,14,0.1691,0.0176,0.5725,0.2494,1.9891,1.9871,0.1717,0.0009,4565,2618,7348669,5909568,1351,147,0
MNL-GES,MNL,GES,2025,1,25827.17,60.12,5204.83,3836.87,5685.99,6330,283,0.1691,0.0677,0.5725,0.0731,1.9891,1.8292,0.1717,0.1054,4565,1625,7348669,1705910,1351,82,1
MNL-IAO,MNL,IAO,2025,1,0,0,10000,3836.87,4707.02,6330,319,0.1691,0.0426,0.5725,0,1.9891,1.977,0.1717,0.0025,4565,920,7348669,1728856,1351,47,0
MNL-ILO,MNL,ILO,2025,1,47855.26,48.1,3661.57,3836.87,4460.23,6330,900,0.1691,2,0.5725,0.001,1.9891,1.9149,0.1717,0.0007,4565,2618,7348669,5909568,1351,147,1
MNL-KLO,MNL,KLO,2025,1,4987.59,25,6250,3836.87,6250,6330,124,0.1691,0.0773,0.5725,0.1044,1.9891,1.8404,0.1717,0.0029,4565,2618,7348669,5909568,1351,147,1
MNL-LAO,MNL,LAO,2025,1,4826.7,30.78,5738.82,3836.87,5738.99,6330,97,0.1691,0.1189,0.5725,0.4868,1.9891,1.9367,0.1717,0.0129,4565,1736,7348669,1857396,1351,58,1
MNL-LGP,MNL,LGP,2025,1,0,0,0,3836.87,0,6330,0,0.1691,2,0.5725,1.1444,1.9891,1.9183,0.1717,0.0098,4565,1909,7348669,4631579,1351,93,0
MNL-MBT,MNL,MBT,2025,1,0,0,0,3836.87,10000,6330,12,0.1691,0,0.5725,0.052,1.9891,1.9706,0.1717,0.0011,4565,1909,7348669,4631579,1351,93,0
MNL-MPH,MNL,MPH,2025,1,36682.92,48.42,3513.77,3836.87,4153.81,6330,738,0.1691,0.0902,0.5725,1.3168,1.9891,1.9746,0.1717,0.0014,4565,2618,7348669,5909568,1351,147,1
MNL-OZC,MNL,OZC,2025,1,7722.72,60.76,5231.56,3836.87,4315.93,6330,113,0.1691,0.0094,0.5725,0.069,1.9891,1.9415,0.1717,0.0078,4565,1573,7348669,2941319,1351,135,1
MNL-PAG,MNL,PAG,2025,1,9814.29,100,10000,3836.87,6723.29,6330,102,0.1691,0.1565,0.5725,0.0837,1.9891,1.9399,0.1717,0.0091,4565,1263,7348669,1953463,1351,64,1
MNL-PPS,MNL,PPS,2025,1,35274.7,48.83,3709.97,3836.87,4456.36,6330,602,0.1691,0.0354,0.5725,0.2292,1.9891,1.3649,0.1717,0.1602,4565,1095,7348669,2810208,1351,51,1
MNL-RXS,MNL,RXS,2025,1,9975.18,57.41,4374.78,3836.87,4374.14,6330,108,0.1691,0.0162,0.5725,0.1767,1.9891,1.9047,0.1717,0.0026,4565,2618,7348669,5909568,1351,147,1
MNL-SJI,MNL,SJI,2025,1,0,0,0,3836.87,0,6330,0,0.1691,0.225,0.5725,0.0171,1.9891,1.9857,0.1717,0.0183,4565,1095,7348669,2810208,1351,51,0
MNL-TAC,MNL,TAC,2025,1,23972.61,43.11,3698.2,3836.87,3582.66,6330,419,0.1691,0.0177,0.5725,0.1266,1.9891,1.7168,0.1717,0.1699,4565,1528,7348669,1695713,1351,103,1
MNL-TAG,MNL,TAG,2025,1,24403.38,49.26,3768.53,3836.87,4175.84,6330,368,0.1691,0.0022,0.5725,0.746,1.9891,1.9782,0.1717,0.0037,4565,2606,7348669,7517450,1351,386,1
MNL-TUG,MNL,TUG,2025,1,9975.18,71.26,5903.98,3836.87,5904.35,6330,87,0.1691,0.1667,0.5725,0.1568,1.9891,1.6703,0.1717,0.0064,4565,1216,7348669,1113791,1351,46,1
MNL-USU,MNL,USU,2025,1,1868.4,47.66,4468.64,3836.87,5244.62,6330,186,0.1691,0.0053,0.5725,0.0456,1.9891,1.9757,0.1717,0.0016,4565,1095,7348669,2810208,1351,51,1
MNL-VRC,MNL,VRC,2025,1,4344.03,100,10000,3836.87,10000,6330,27,0.1691,0.0996,0.5725,0.0298,1.9891,1.9966,0.1717,0.0009,4565,1909,7348669,4631579,1351,93,1
MNL-WNP,MNL,WNP,2025,1,2740.32,100,10000,3836.87,10000,6330,44,0.1691,1.1518,0.5725,0.0089,1.9891,1.909,0.1717,0.0013,4565,1909,7348669,4631579,1351,93,1
MNL-ZAM,MNL,ZAM,2025,1,0,0,10000,3836.87,6433.02,6330,99,0.1691,0.0394,0.5725,0.0863,1.9891,1.405,0.1717,0.2669,4565,1263,7348669,1953463,1351,64,0
MPH-CEB,MPH,CEB,2025,1,12139.41,66.95,4505.22,3427.23,3150.85,998,3074,0.0902,0.0056,1.3168,0.5096,1.9746,1.891,0.0014,0.0813,2618,2606,5909568,7517450,147,386,1
MPH-CRK,MPH,CRK,2025,1,13836.54,99.59,9918.34,3427.23,8624.9,998,340,0.0902,0.0065,1.3168,0.1865,1.9746,1.2661,0.0014,0.1108,2618,3779,5909568,5691259,147,243,1
MPH-DVO,MPH,DVO,2025,1,4826.7,100,10000,3427.23,5304.68,998,1133,0.0902,0.6037,1.3168,0.4554,1.9746,1.7601,0.0014,0.1592,2618,1837,5909568,4116016,147,205,1
MPH-ENI,MPH,ENI,2025,1,0,0,0,3427.23,0,998,0,0.0902,0.0141,1.3168,0.2391,1.9746,1.9942,0.0014,0.0021,2618,1095,5909568,2810208,147,51,0
MPH-ILO,MPH,ILO,2025,1,0,0,0,3427.23,4460.23,998,900,0.0902,2,1.3168,0.001,1.9746,1.9149,0.0014,0.0007,2618,2618,5909568,5909568,147,147,0
MPH-KLO,MPH,KLO,2025,1,0,0,0,3427.23,6250,998,124,0.0902,0.0773,1.3168,0.1044,1.9746,1.8404,0.0014,0.0029,2618,2618,5909568,5909568,147,147,0
MPH-MNL,MPH,MNL,2025,1,36682.92,35.22,3281.79,3427.23,3717.97,998,6775,0.0902,0.1691,1.3168,0.5725,1.9746,1.9891,0.0014,0.1717,2618,4565,5909568,7348669,147,1351,1
OZC-CEB,OZC,CEB,2025,1,2802.6,79.88,6243.69,3853.36,3150.85,135,3074,0.0094,0.0056,0.069,0.5096,1.9415,1.891,0.0078,0.0813,1573,2606,2941319,7517450,135,386,1
OZC-MNL,OZC,MNL,2025,1,7722.72,61.54,5266.34,3853.36,3717.97,135,6775,0.0094,0.1691,0.069,0.5725,1.9415,1.9891,0.0078,0.1717,1573,4565,2941319,7348669,135,1351,1
PAG-CEB,PAG,CEB,2025,1,2553.48,100,10000,6723.29,3150.85,102,3074,0.1565,0.0056,0.0837,0.5096,1.9399,1.891,0.0091,0.0813,1263,2606,1953463,7517450,64,386,1
PAG-MNL,PAG,MNL,2025,1,9814.29,100,10000,6723.29,3717.97,102,6775,0.1565,0.1691,0.0837,0.5725,1.9399,1.9891,0.0091,0.1717,1263,4565,1953463,7348669,64,1351,1
PPS-CEB,PPS,CEB,2025,1,11155.04,86.57,7674.73,4764.57,3150.85,557,3074,0.0354,0.0056,0.2292,0.5096,1.3649,1.891,0.1602,0.0813,1095,2606,2810208,7517450,51,386,1
PPS-CRK,PPS,CRK,2025,1,4987.59,100,10000,4764.57,8624.9,557,340,0.0354,0.0065,0.2292,0.1865,1.3649,1.2661,0.1602,0.1108,1095,3779,2810208,5691259,51,243,1
PPS-DVO,PPS,DVO,2025,1,4864.76,100,10000,4764.57,5304.68,557,1133,0.0354,0.6037,0.2292,0.4554,1.3649,1.7601,0.1602,0.1592,1095,1837,2810208,4116016,51,205,1
PPS-ENI,PPS,ENI,2025,1,0,0,0,4764.57,0,557,0,0.0354,0.0141,0.2292,0.2391,1.3649,1.9942,0.1602,0.0021,1095,1095,2810208,2810208,51,51,0
PPS-ILO,PPS,ILO,2025,1,5025.65,100,10000,4764.57,4460.23,557,900,0.0354,2,0.2292,0.001,1.3649,1.9149,0.1602,0.0007,1095,2618,2810208,5909568,51,147,1
PPS-MNL,PPS,MNL,2025,1,35113.81,50.62,3957.55,4764.57,3717.97,557,6775,0.0354,0.1691,0.2292,0.5725,1.3649,1.9891,0.1602,0.1717,1095,4565,2810208,7348669,51,1351,1
RXS-MNL,RXS,MNL,2025,1,9975.18,59.62,4488.09,4487.8,3717.97,104,6775,0.0162,0.1691,0.1767,0.5725,1.9047,1.9891,0.0026,0.1717,2618,4565,5909568,7348669,147,1351,1
SJI-CRK,SJI,CRK,2025,1,0,0,0,0,8624.9,0,340,0.225,0.0065,0.0171,0.1865,1.9857,1.2661,0.0183,0.1108,1095,3779,2810208,5691259,51,243,0
SJI-MNL,SJI,MNL,2025,1,0,0,0,0,3717.97,0,6775,0.225,0.1691,0.0171,0.5725,1.9857,1.9891,0.0183,0.1717,1095,4565,2810208,7348669,51,1351,0
SUG-BXU,SUG,BXU,2025,1,0,0,10000,7234.12,4916.71,42,252,0.0282,0.018,0.0533,0.0452,1.8999,1.8643,0.0128,0.2916,920,920,1728856,1728856,47,47,0
SUG-CEB,SUG,CEB,2025,1,2428.92,93.79,8835.13,7234.12,3150.85,42,3074,0.0282,0.0056,0.0533,0.5096,1.8999,1.891,0.0128,0.0813,920,2606,1728856,7517450,47,386,1
SUG-TAG,SUG,TAG,2025,1,0,0,0,7234.12,4175.84,42,368,0.0282,0.0022,0.0533,0.746,1.8999,1.9782,0.0128,0.0037,920,2606,1728856,7517450,47,386,0
SWL-CEB,SWL,CEB,2025,1,1183.32,100,10000,10000,3150.85,19,3074,0,0.0056,0.0325,0.5096,1.9923,1.891,0.0009,0.0813,1095,2606,2810208,7517450,51,386,1
TAC-CEB,TAC,CEB,2025,1,2678.04,57.44,4840.85,3380.9,3150.85,512,3074,0.0177,0.0056,0.1266,0.5096,1.7168,1.891,0.1699,0.0813,1528,2606,1695713,7517450,103,386,1
TAC-DVO,TAC,DVO,2025,1,1769.79,100,10000,3380.9,5304.68,512,1133,0.0177,0.6037,0.1266,0.4554,1.7168,1.7601,0.1699,0.1592,1528,1837,1695713,4116016,103,205,1
TAC-ILO,TAC,ILO,2025,1,2574.24,100,10000,3380.9,4460.23,512,900,0.0177,2,0.1266,0.001,1.7168,1.9149,0.1699,0.0007,1528,2618,1695713,5909568,103,147,1
TAC-MNL,TAC,MNL,2025,1,28477.53,43,3601.91,3380.9,3717.97,512,6775,0.0177,0.1691,0.1266,0.5725,1.7168,1.9891,0.1699,0.1717,1528,4565,1695713,7348669,103,1351,1
TAG-CEB,TAG,CEB,2025,1,0,0,0,4077.26,3150.85,435,3074,0.0022,0.0056,0.746,0.5096,1.9782,1.891,0.0037,0.0813,2606,2606,7517450,7517450,386,386,0
TAG-CRK,TAG,CRK,2025,1,0,0,0,4077.26,8624.9,435,340,0.0022,0.0065,0.746,0.1865,1.9782,1.2661,0.0037,0.1108,2606,3779,7517450,5691259,386,243,0
TAG-DRP,TAG,DRP,2025,1,160.89,100,10000,4077.26,4574.31,435,255,0.0022,2,0.746,0.0165,1.9782,1.3268,0.0037,0.0008,2606,1909,7517450,4631579,386,93,1
TAG-DVO,TAG,DVO,2025,1,4987.59,75.85,6336.44,4077.26,5304.68,435,1133,0.0022,0.6037,0.746,0.4554,1.9782,1.7601,0.0037,0.1592,2606,1837,7517450,4116016,386,205,1
TAG-ENI,TAG,ENI,2025,1,0,0,0,4077.26,0,435,0,0.0022,0.0141,0.746,0.2391,1.9782,1.9942,0.0037,0.0021,2606,1095,7517450,2810208,386,51,0
TAG-ILO,TAG,ILO,2025,1,4826.7,100,10000,4077.26,4460.23,435,900,0.0022,2,0.746,0.001,1.9782,1.9149,0.0037,0.0007,2606,2618,7517450,5909568,386,147,1
TAG-MNL,TAG,MNL,2025,1,30532.77,49.81,3741.34,4077.26,3717.97,435,6775,0.0022,0.1691,0.746,0.5725,1.9782,1.9891,0.0037,0.1717,2606,4565,7517450,7348669,386,1351,1
TBH-MNL,TBH,MNL,2025,1,0,0,10000,10000,3717.97,2,6775,0,0.1691,0.0036,0.5725,1.9984,1.9891,0.0002,0.1717,1095,4565,2810208,7348669,51,1351,0
